COUNTRY,YEAR,IMF_GDP_Growth,Predicted_GDP_Growth,Prediction_Error,Crisis_Probability,Risk_Level,Early_Warning_Flag
Paraguay,2025,6.0,4.099552604031545,1.9004473959684551,0.2236892108267042,Low,0
Peru,2025,3.439,2.63962851042964,0.7993714895703601,0.1270024587593147,Low,0
Philippines,2025,4.403,5.124633690125795,-0.7216336901257954,0.0136639918008455,Low,0
"Poland, Republic of",2025,3.573,2.9453847021569173,0.6276152978430827,0.3498439304048888,Moderate,0
Portugal,2025,1.864,2.829079842045486,-0.9650798420454858,0.2907358452928499,Low,0
Qatar,2025,2.798,2.837717741284365,-0.039717741284365005,0.3571467873826633,Moderate,0
Romania,2025,0.665,1.8385633596372684,-1.1735633596372683,0.1469611105925586,Low,0
Russian Federation,2025,0.981,3.89737391515672,-2.9163739151567203,0.4265075443529173,Moderate,0
Rwanda,2025,6.978,6.410029672894486,0.5679703271055141,0.081903617733978,Low,0
Saudi Arabia,2025,4.502,2.883837256839214,1.6181627431607857,0.391197969762614,Moderate,0
Senegal,2025,7.881,5.144022821246622,2.736977178753378,0.726967265342031,High,1
"Serbia, Republic of",2025,2.03,3.8162855049682,-1.7862855049682,0.1406245882139313,Low,0
Seychelles,2025,5.092,3.443220570730147,1.6487794292698528,0.115096428909269,Low,0
Sierra Leone,2025,4.377,4.205840477062101,0.1711595229378986,0.1614756888414426,Low,0
Singapore,2025,5.023,3.909628999367787,1.1133710006322128,0.2020118912222239,Low,0
Slovak Republic,2025,0.807,1.453071061048606,-0.6460710610486059,0.3541846107068542,Moderate,0
"Slovenia, Republic of",2025,1.06,2.187187654845832,-1.127187654845832,0.2572066630209008,Low,0
Solomon Islands,2025,2.679,1.8436500012032797,0.8353499987967201,0.3465869155630116,Moderate,0
South Africa,2025,1.115,1.4098518301863538,-0.29485183018635386,0.0170336385685294,Low,0
"South Sudan, Republic of",2025,46.094,0.1669724755676142,45.92702752443239,0.9722209726524206,High,1
Spain,2025,2.766,3.3383678497175464,-0.5723678497175464,0.1116710086641221,Low,0
St. Lucia,2025,1.654,4.225345120214312,-2.5713451202143123,0.4530770442296699,Moderate,0
St. Vincent and the Grenadines,2025,3.39,0.3319920723627871,3.058007927637213,0.439853975789338,Moderate,0
Sudan,2025,3.225,-2.5922949538449487,5.817294953844948,0.9115054291187382,High,1
Suriname,2025,1.511,2.8963198797879914,-1.3853198797879915,0.7147414566097889,High,1
Sweden,2025,1.543,1.6005761732049182,-0.05757617320491826,0.0566753536919583,Low,0
Switzerland,2025,1.272,1.7239869625456696,-0.4519869625456696,0.0124908682356512,Low,0
"São Tomé and Príncipe, Democratic Republic of",2025,2.1,1.798962176587657,0.3010378234123432,0.6922537968325669,High,1
Taiwan Province of China,2025,8.676,4.203575584194326,4.4724244158056745,0.0426319506097669,Low,0
"Tajikistan, Republic of",2025,8.4,7.055793512084841,1.3442064879151596,0.2455234054110911,Low,0
"Tanzania, United Republic of",2025,5.876,4.091329006402351,1.7846709935976497,0.02365486746828,Low,0
Thailand,2025,2.413,2.885796329073223,-0.4727963290732231,0.1330915499484821,Low,0
Togo,2025,5.889,6.090775596663401,-0.20177559666340095,0.0346840719354271,Low,0
Trinidad and Tobago,2025,0.782,2.003513601288516,-1.2215136012885162,0.6420888618062184,High,1
Tunisia,2025,2.493,1.894809563978028,0.5981904360219719,0.1193984068944167,Low,0
Turkmenistan,2025,3.576,3.3033685144311,0.27263148556890027,0.2528748099556339,Low,0
"Türkiye, Republic of",2025,3.605,3.330700667106559,0.2742993328934409,0.3834937226464128,Moderate,0
Uganda,2025,6.725,5.044279775738652,1.6807202242613473,0.0248985072790536,Low,0
Ukraine,2025,1.8,2.487706509257582,-0.687706509257582,0.9086284968612994,High,1
United Arab Emirates,2025,5.804,4.140737937161206,1.6632620628387942,0.0926542831050259,Low,0
United Kingdom,2025,1.323,2.08442420763949,-0.7614242076394899,0.1324014885308111,Low,0
United States,2025,2.117,2.709777060542292,-0.592777060542292,0.0828810478171127,Low,0
Uruguay,2025,1.785,3.1963162489853416,-1.4113162489853417,0.0475136633112762,Low,0
"Uzbekistan, Republic of",2025,7.7,6.146797211042112,1.553202788957888,0.0281999401583842,Low,0
"Venezuela, República Bolivariana de",2025,1.533,2.2744380244544518,-0.7414380244544518,0.6469068995001165,High,1
Vietnam,2025,8.019,6.429145718673079,1.5898542813269207,0.0969376164956456,Low,0
Zambia,2025,3.758,4.296135047461668,-0.538135047461668,0.5860118012997043,Moderate,0
Albania,2026,3.409,3.5828552956950315,-0.17385529569503166,0.0208412418374521,Low,0
Algeria,2026,3.777,4.298127123701382,-0.5211271237013815,0.6753846237276266,High,1
Angola,2026,2.294,2.9195455353272384,-0.6255455353272383,0.5333405228071803,Moderate,0
Argentina,2026,3.5,3.7395919124783017,-0.2395919124783017,0.8297356424623434,High,1
"Armenia, Republic of",2026,5.3,6.1351221013095545,-0.8351221013095547,0.0592344201733226,Low,0
Australia,2026,2.009,1.9414528582919743,0.06754714170802556,0.0113874315765598,Low,0
Austria,2026,0.682,1.816645011928169,-1.134645011928169,0.0366873765711493,Low,0
"Azerbaijan, Republic of",2026,2.217,2.3581644404581885,-0.14116444045818843,0.393235911735685,Moderate,0
"Bahamas, The",2026,2.1,2.8196464461072157,-0.7196464461072156,0.0622042832171634,Low,0
"Bahrain, Kingdom of",2026,-0.499,2.450550634549429,-2.949550634549429,0.1964683392147825,Low,0
Bangladesh,2026,4.693,3.451971813078057,1.2410281869219428,0.0161147924544499,Low,0
Barbados,2026,2.465,2.859339728078519,-0.39433972807851925,0.061479544111621,Low,0
"Belarus, Republic of",2026,1.22,2.425557847280551,-1.205557847280551,0.0784920274622971,Low,0
Belgium,2026,0.661,1.3149021806335637,-0.6539021806335636,0.0137229815799421,Low,0
Belize,2026,2.192,2.145361067587798,0.046638932412202294,0.0289978870543974,Low,0
Benin,2026,6.972,6.477917745471019,0.4940822545289816,0.0143228735001381,Low,0
Bhutan,2026,7.478,6.159943898925898,1.3180561010741014,0.4034455475002443,Moderate,0
Bolivia,2026,-3.285,1.4015731859618052,-4.686573185961805,0.2833586792598291,Low,0
Bosnia and Herzegovina,2026,2.2,2.235031235951076,-0.0350312359510756,0.0280931214020734,Low,0
Botswana,2026,4.749,1.9169626291351365,2.832037370864863,0.6111796456792388,High,1
Brazil,2026,1.911,2.6640588561375025,-0.7530588561375025,0.0393669938830691,Low,0
Brunei Darussalam,2026,2.6,1.8499003115468884,0.7500996884531117,0.0996246166957618,Low,0
Bulgaria,2026,2.773,2.963147939142087,-0.19014793914208683,0.0860412562725865,Low,0
Burkina Faso,2026,4.858,4.307028776130249,0.5509712238697508,0.412709795179434,Moderate,0
Burundi,2026,3.819,4.602521507479001,-0.7835215074790014,0.860700390619497,High,1
Cabo Verde,2026,4.787,5.127602579866672,-0.34060257986667164,0.4571617991375588,Moderate,0
Cambodia,2026,4.022,4.325092316930179,-0.30309231693017846,0.0349911195372581,Low,0
Cameroon,2026,3.344,3.012181420665856,0.33181857933414394,0.0159170051724069,Low,0
Canada,2026,1.5,1.5409011273101414,-0.040901127310141394,0.0229061496932911,Low,0
Central African Republic,2026,2.613,3.865428716089151,-1.2524287160891512,0.0885435375691812,Low,0
Chad,2026,5.23,4.487329081090175,0.7426709189098251,0.0822714800334063,Low,0
Chile,2026,2.396,2.340436126637044,0.055563873362955984,0.0351421868480435,Low,0
"China, People's Republic of",2026,4.413,4.102319493124917,0.31068050687508286,0.0790634303040324,Low,0
Colombia,2026,2.342,2.343759273475066,-0.0017592734750659922,0.0898618889362267,Low,0
"Comoros, Union of the",2026,4.083,3.808327391242664,0.27467260875733635,0.0286453610810888,Low,0
"Congo, Democratic Republic of the",2026,5.901,5.268570876432691,0.6324291235673085,0.0810879997959461,Low,0
"Congo, Republic of",2026,2.837,2.4182556224587497,0.4187443775412505,0.1368516836895924,Low,0
Costa Rica,2026,3.56,3.976973490726091,-0.4169734907260909,0.0180864977711172,Low,0
"Croatia, Republic of",2026,2.638,2.990155597727826,-0.3521555977278261,0.0359553095848274,Low,0
Cyprus,2026,2.953,3.48235539724563,-0.52935539724563,0.0945004364797368,Low,0
Czech Republic,2026,2.234,2.328062215743058,-0.09406221574305818,0.0928893522583062,Low,0
Côte d'Ivoire,2026,6.2,6.170893400063206,0.029106599936794098,0.0885269275314911,Low,0
Denmark,2026,2.0,2.4861724465951287,-0.4861724465951287,0.0210147090631709,Low,0
Djibouti,2026,6.0,6.026075477370509,-0.02607547737050897,0.118766213861519,Low,0
Dominica,2026,3.137,4.519068078544589,-1.3820680785445894,0.2808223672994163,Low,0
Dominican Republic,2026,3.72,2.3811668810221427,1.3388331189778575,0.0139995565754231,Low,0
Ecuador,2026,2.51,2.705642012378751,-0.19564201237875123,0.0744771038704391,Low,0
"Egypt, Arab Republic of",2026,4.24,4.393357571426926,-0.15335757142692596,0.2354554128718049,Low,0
El Salvador,2026,3.3,3.595939866325893,-0.295939866325893,0.0374921005481026,Low,0
"Equatorial Guinea, Republic of",2026,-2.686,-0.0720510132824883,-2.613948986717512,0.3574343808432253,Moderate,0
"Estonia, Republic of",2026,1.429,1.8887847267563207,-0.45978472675632065,0.0492060285536455,Low,0
"Eswatini, Kingdom of",2026,4.037,3.536499690316394,0.500500309683606,0.1152739220852191,Low,0
"Ethiopia, The Federal Democratic Republic of",2026,9.204,8.193456066050802,1.010543933949199,0.3271511738928606,Moderate,0
Finland,2026,1.047,1.3707850081793709,-0.32378500817937095,0.0723760403277252,Low,0
France,2026,0.858,1.5106624581739605,-0.6526624581739605,0.0270397342574201,Low,0
Gabon,2026,2.665,2.791555798802196,-0.12655579880219614,0.3250322348064705,Moderate,0
"Gambia, The",2026,5.112,3.968142790372711,1.143857209627289,0.148318607683403,Low,0
Georgia,2026,5.306,6.482661522746192,-1.1766615227461923,0.0240433029772242,Low,0
Germany,2026,0.791,1.7998012544156226,-1.0088012544156224,0.0193331570015187,Low,0
Ghana,2026,4.75,5.060517048019039,-0.31051704801903934,0.8561729136984977,High,1
Greece,2026,1.802,2.2066898782470927,-0.4046898782470927,0.1573012521129358,Low,0
Guatemala,2026,3.94,3.774504971974,0.16549502802600013,0.0182016856890592,Low,0
Guinea,2026,8.677,6.126936985852296,2.550063014147703,0.3404576526997665,Moderate,0
Guinea-Bissau,2026,4.9,4.74915744845796,0.1508425515420404,0.0582142053661868,Low,0
Guyana,2026,16.168,28.916066748850454,-12.748066748850455,0.3360729543929038,Moderate,0
Haiti,2026,-1.7,2.111719545452164,-3.8117195454521635,0.7310469532525686,High,1
Honduras,2026,3.3,3.7855165463879463,-0.4855165463879465,0.0858824578802484,Low,0
"Hong Kong Special Administrative Region, People's Republic of China",2026,2.42,3.4402840666739385,-1.0202840666739386,0.032730409870558,Low,0
Hungary,2026,1.662,1.8426072401121056,-0.18060724011210572,0.1142558860730571,Low,0
Iceland,2026,1.902,1.9059662445331071,-0.003966244533107233,0.0625053234690479,Low,0
India,2026,6.478,6.594937929780024,-0.1169379297800246,0.0141773930544444,Low,0
Indonesia,2026,4.95,4.110728818843391,0.8392711811566089,0.0125072325498004,Low,0
"Iran, Islamic Republic of",2026,-6.07,1.9281676869555704,-7.99816768695557,0.5049334685201368,Moderate,0
Ireland,2026,2.516,6.849478446112501,-4.333478446112501,0.6415530193736442,High,1
Israel,2026,3.53,2.4875532027577014,1.0424467972422984,0.0508373612989111,Low,0
Italy,2026,0.521,1.559399757444608,-1.038399757444608,0.0778079590217626,Low,0
Jamaica,2026,-1.152,1.7237990982903548,-2.8757990982903547,0.0994155380414468,Low,0
Japan,2026,0.719,1.965774302692064,-1.2467743026920641,0.1131973109922651,Low,0
Jordan,2026,2.748,2.7468008323508792,0.0011991676491209802,0.0116772162284141,Low,0
"Kazakhstan, Republic of",2026,4.609,4.935772654992975,-0.3267726549929746,0.0559108245215119,Low,0
Kenya,2026,4.474,4.220147980303824,0.25385201969617643,0.0212720541926437,Low,0
Kiribati,2026,3.102,3.806704348013183,-0.7047043480131832,0.5307730815653604,Moderate,0
"Korea, Republic of",2026,1.862,1.655268337218344,0.206731662781656,0.0232302110312262,Low,0
"Kosovo, Republic of",2026,3.3,3.265962714760952,0.03403728523904803,0.0137530157480438,Low,0
Kuwait,2026,-0.561,0.7812596856150889,-1.342259685615089,0.4541741682080718,Moderate,0
Kyrgyz Republic,2026,6.075,7.436786023756843,-1.361786023756843,0.4457725045615683,Moderate,0
Lao People's Democratic Republic,2026,4.013,4.230672475669497,-0.217672475669497,0.7071996614147703,High,1
"Latvia, Republic of",2026,2.218,2.0602978517301014,0.1577021482698986,0.094535602816034,Low,0
"Lesotho, Kingdom of",2026,1.111,2.6548969595618743,-1.5438969595618743,0.4281370117089417,Moderate,0
Liberia,2026,5.111,4.501595689057004,0.6094043109429954,0.2590590312859757,Low,0
Libya,2026,6.72,8.515446052611228,-1.7954460526112284,0.667445863436263,High,1
"Lithuania, Republic of",2026,2.912,2.326123791629148,0.585876208370852,0.1216587598665899,Low,0
Luxembourg,2026,1.592,1.8437708675332405,-0.2517708675332404,0.0165362086163466,Low,0
"Madagascar, Republic of",2026,3.636,3.1029902729274323,0.5330097270725678,0.0189853588330694,Low,0
Malawi,2026,2.227,1.8117960670566984,0.4152039329433015,0.1796002491493954,Low,0
Malaysia,2026,4.7,4.159600755414648,0.5403992445853518,0.0130359010118761,Low,0
Maldives,2026,3.022,4.281410496058907,-1.2594104960589072,0.6296454854021967,High,1
Mali,2026,5.5,4.168425503105516,1.3315744968944836,0.0419364785815281,Low,0
Malta,2026,3.7,3.4815437385670367,0.21845626143296348,0.0658618089576204,Low,0
"Mauritania, Islamic Republic of",2026,4.417,4.050299864752854,0.36670013524714573,0.0432694331325188,Low,0
Mauritius,2026,3.4,3.069055581748003,0.3309444182519967,0.0670199412377011,Low,0
Mexico,2026,1.639,1.5188951701945006,0.12010482980549941,0.0294440487028206,Low,0
"Moldova, Republic of",2026,1.9,2.4655371717731462,-0.5655371717731463,0.2914149755056525,Low,0
Mongolia,2026,5.261,6.094468524933204,-0.8334685249332034,0.2716646990266737,Low,0
Montenegro,2026,2.8,2.7841714246619587,0.015828575338041162,0.5051034162602577,Moderate,0
Morocco,2026,4.872,4.09989325696773,0.7721067430322694,0.0374550806608785,Low,0
"Mozambique, Republic of",2026,0.519,1.9466243021534608,-1.4276243021534607,0.2984068529655732,Low,0
Myanmar,2026,2.995,1.9547666223036648,1.0402333776963353,0.241271619879458,Low,0
Namibia,2026,2.396,2.695129384576796,-0.29912938457679594,0.027177800842218,Low,0
Nepal,2026,2.956,3.8942435386613625,-0.9382435386613626,0.1464918786303206,Low,0
"Netherlands, The",2026,1.233,1.9238325895695705,-0.6908325895695704,0.0200489322590868,Low,0
New Zealand,2026,2.131,1.2045423399615556,0.9264576600384442,0.0231355868416621,Low,0
Nicaragua,2026,3.84,4.102186868616012,-0.2621868686160118,0.1557293804428424,Low,0
Niger,2026,6.728,6.116178925843079,0.6118210741569206,0.6003268442691927,High,1
Nigeria,2026,4.058,4.314330965954363,-0.2563309659543629,0.296071966589653,Low,0
"North Macedonia, Republic of",2026,3.1,3.265936553437278,-0.1659365534372781,0.0884083830412086,Low,0
Norway,2026,1.475,2.035150595578895,-0.5601505955788948,0.3255036550040824,Moderate,0
Oman,2026,3.452,2.342821618057809,1.1091783819421908,0.0911044726143288,Low,0
Pakistan,2026,3.603,2.513109810738666,1.0898901892613342,0.2302692236640988,Low,0
"Palau, Republic of",2026,3.3,5.812477973360061,-2.5124779733600615,0.9142025235104334,High,1
Panama,2026,3.84,4.129509183860191,-0.28950918386019087,0.0440602403266964,Low,0
Papua New Guinea,2026,3.753,4.702699730588659,-0.9496997305886588,0.1054943590725106,Low,0
Paraguay,2026,4.2,4.69821532768176,-0.49821532768176,0.0467506990645838,Low,0
Peru,2026,2.82,2.7378574973719387,0.08214250262806111,0.0376630483100568,Low,0
Philippines,2026,4.066,3.960029116054342,0.10597088394565768,0.0172207441597975,Low,0
"Poland, Republic of",2026,3.324,2.542067155317426,0.781932844682574,0.1562150715770791,Low,0
Portugal,2026,1.93,2.211767010783754,-0.281767010783754,0.0474544961792562,Low,0
Qatar,2026,-8.646,2.41544718194624,-11.06144718194624,0.1162538645982167,Low,0
Romania,2026,0.694,1.2797418491993406,-0.5857418491993407,0.0585335152132627,Low,0
Russian Federation,2026,1.091,2.3502083255404878,-1.2592083255404878,0.0467388706610742,Low,0
Rwanda,2026,7.233,6.327658859757701,0.9053411402422986,0.0880639968874053,Low,0
Saudi Arabia,2026,3.115,3.7106301514421816,-0.5956301514421813,0.2011057279742258,Low,0
Senegal,2026,2.173,6.690258178133816,-4.517258178133816,0.8028783239839352,High,1
"Serbia, Republic of",2026,2.835,2.4173186967747338,0.4176813032252662,0.063887653764475,Low,0
Seychelles,2026,1.521,4.318980093288223,-2.7979800932882233,0.0157817096653609,Low,0
Sierra Leone,2026,4.55,4.102591984348731,0.447408015651269,0.124067433342494,Low,0
Singapore,2026,3.507,3.970491424594032,-0.4634914245940318,0.0421752080085668,Low,0
Slovak Republic,2026,0.601,1.4743489282391202,-0.8733489282391202,0.1065533746013784,Low,0
"Slovenia, Republic of",2026,2.0,1.9618236626004464,0.03817633739955362,0.0440630821470427,Low,0
Solomon Islands,2026,2.785,2.601480948375832,0.18351905162416804,0.1975852299637628,Low,0
South Africa,2026,1.049,1.4902729982531029,-0.44127299825310295,0.0129254824991862,Low,0
"South Sudan, Republic of",2026,4.141,8.807187258000283,-4.666187258000283,0.9216240152808288,High,1
Spain,2026,2.09,2.757430324669817,-0.6674303246698172,0.0208730662026293,Low,0
St. Lucia,2026,1.963,2.5430697281778163,-0.5800697281778162,0.0671338827085182,Low,0
St. Vincent and the Grenadines,2026,3.0,3.1523045724103778,-0.15230457241037776,0.3317345290614285,Moderate,0
Sudan,2026,0.713,3.8036560647700632,-3.090656064770063,0.814722477078239,High,1
Suriname,2026,3.927,1.4806923038769697,2.4463076961230303,0.8899450076406786,High,1
Sweden,2026,1.963,1.9115709550142068,0.05142904498579326,0.0155653617042039,Low,0
Switzerland,2026,1.342,2.0150781755141995,-0.6730781755141995,0.0132241791882401,Low,0
"São Tomé and Príncipe, Democratic Republic of",2026,3.4,2.0854782093558324,1.3145217906441675,0.7611659572571491,High,1
Taiwan Province of China,2026,5.181,5.10523999767184,0.07576000232815971,0.1526388772591275,Low,0
"Tajikistan, Republic of",2026,6.0,7.048680511314572,-1.048680511314572,0.2436690934992826,Low,0
"Tanzania, United Republic of",2026,5.94,4.600569179323535,1.3394308206764656,0.0123649138888058,Low,0
Thailand,2026,1.5,2.638996310721889,-1.1389963107218888,0.0148583185046314,Low,0
Togo,2026,5.0,4.916510662457905,0.08348933754209487,0.0696072544517868,Low,0
Trinidad and Tobago,2026,0.766,1.7016503281026782,-0.9356503281026782,0.3309951583555162,Moderate,0
Tunisia,2026,2.113,2.3175442311481587,-0.20454423114815867,0.0345978984943277,Low,0
Turkmenistan,2026,2.6,3.30036733176138,-0.7003673317613801,0.0645033923386694,Low,0
"Türkiye, Republic of",2026,3.366,3.0539340318981028,0.31206596810189735,0.1357935633288762,Low,0
Uganda,2026,7.508,6.085177215387202,1.4228227846127979,0.0368548546939804,Low,0
Ukraine,2026,2.0,1.7521439954998823,0.2478560045001177,0.864195974220269,High,1
United Arab Emirates,2026,3.143,4.324075091827988,-1.1810750918279886,0.0247133583423969,Low,0
United Kingdom,2026,0.797,1.331321028631824,-0.534321028631824,0.0318060006532049,Low,0
United States,2026,2.324,2.2940194011067594,0.02998059889324045,0.0156371959349286,Low,0
Uruguay,2026,1.8,1.996058921332805,-0.196058921332805,0.0131919391425598,Low,0
"Uzbekistan, Republic of",2026,6.474,6.646925262217945,-0.17292526221794446,0.0195840073575286,Low,0
"Venezuela, República Bolivariana de",2026,4.043,-1.026971911172763,5.069971911172763,0.62675456972222,High,1
Vietnam,2026,7.1,6.973581289801597,0.12641871019840245,0.0258557468365753,Low,0
Zambia,2026,4.287,4.029082885437241,0.25791711456275923,0.145481371054431,Low,0
Albania,2027,,3.226517273720417,,0.1526895318427213,Low,0
Algeria,2027,,4.249984880587051,,0.6350768246019798,High,1
Angola,2027,,3.0057536663655857,,0.1609047816256114,Low,0
Argentina,2027,,3.7104370625080536,,0.3169309786414602,Moderate,0
"Armenia, Republic of",2027,,3.635266880742336,,0.1904237426751631,Low,0
Australia,2027,,1.847489355817577,,0.2017562288490408,Low,0
Austria,2027,,1.8108311721758708,,0.2971316446605211,Low,0
"Azerbaijan, Republic of",2027,,2.64044841317164,,0.3510958893779056,Moderate,0
"Bahamas, The",2027,,2.446043121370088,,0.2887430553730509,Low,0
"Bahrain, Kingdom of",2027,,1.4187792934646957,,0.287348734181649,Low,0
Bangladesh,2027,,4.271710191555062,,0.280186872023188,Low,0
Barbados,2027,,2.64943438840795,,0.2967859026138024,Low,0
"Belarus, Republic of",2027,,1.86431909958303,,0.1398966348860445,Low,0
Belgium,2027,,1.320395871670022,,0.2396920529150076,Low,0
Belize,2027,,2.5368118768211083,,0.2586863674387802,Low,0
Benin,2027,,5.317742635721976,,0.2987760282883605,Low,0
Bhutan,2027,,6.968223735719853,,0.3895972488185479,Moderate,0
Bolivia,2027,,1.4988112730779122,,0.2679400550256031,Low,0
Bosnia and Herzegovina,2027,,2.474849935414101,,0.3471231692447782,Moderate,0
Botswana,2027,,2.5756175551578715,,0.4771351731969022,Moderate,0
Brazil,2027,,1.7840673530243194,,0.2577022420558491,Low,0
Brunei Darussalam,2027,,2.1975919277439684,,0.3285534458643547,Moderate,0
Bulgaria,2027,,2.672532049391293,,0.5038968189313051,Moderate,0
Burkina Faso,2027,,4.096693044978995,,0.2724565412431016,Low,0
Burundi,2027,,4.114642780877794,,0.3156792196181051,Moderate,0
Cabo Verde,2027,,4.161774111098014,,0.4833005621578974,Moderate,0
Cambodia,2027,,4.256602423028256,,0.2276156362422422,Low,0
Cameroon,2027,,3.0024453223494234,,0.1299386565110622,Low,0
Canada,2027,,1.509167840559886,,0.2505269678816827,Low,0
Central African Republic,2027,,2.8716427054114564,,0.6245654101121106,High,1
Chad,2027,,4.000423381691625,,0.282595065933301,Low,0
Chile,2027,,2.661332340706291,,0.1376515431572814,Low,0
"China, People's Republic of",2027,,3.984270667692451,,0.3335360013287262,Moderate,0
Colombia,2027,,2.758022422786558,,0.1433225164839066,Low,0
"Comoros, Union of the",2027,,4.052547106776342,,0.3828955519353396,Moderate,0
"Congo, Democratic Republic of the",2027,,3.9258120020817455,,0.3137420615259365,Moderate,0
"Congo, Republic of",2027,,2.793170820258712,,0.2357422394957934,Low,0
Costa Rica,2027,,3.2708642356593973,,0.2684386343606177,Low,0
"Croatia, Republic of",2027,,2.668996966579093,,0.1869187702704849,Low,0
Cyprus,2027,,2.963638048049687,,0.4593477064398048,Moderate,0
Czech Republic,2027,,2.4477459842733498,,0.3847798264958176,Moderate,0
Côte d'Ivoire,2027,,4.65727362812512,,0.3985170206889992,Moderate,0
Denmark,2027,,2.0903945476780303,,0.3725520376994761,Moderate,0
Djibouti,2027,,4.549822823371279,,0.369029219623383,Moderate,0
Dominica,2027,,3.769121305515091,,0.3152511768020793,Moderate,0
Dominican Republic,2027,,3.276301961754202,,0.1453271030952761,Low,0
Ecuador,2027,,2.746031278959907,,0.1987113470747609,Low,0
"Egypt, Arab Republic of",2027,,4.219757954817309,,0.2090179381909472,Low,0
El Salvador,2027,,3.311066493603169,,0.3539064958459132,Moderate,0
"Equatorial Guinea, Republic of",2027,,-1.3805749135472571,,0.3430919330390631,Moderate,0
"Estonia, Republic of",2027,,1.901829215378968,,0.3637828787090428,Moderate,0
"Eswatini, Kingdom of",2027,,4.030935905506774,,0.4814306619226048,Moderate,0
"Ethiopia, The Federal Democratic Republic of",2027,,7.568410736443073,,0.5141475401776964,Moderate,0
Finland,2027,,1.4548389414318068,,0.3055202858989086,Moderate,0
France,2027,,1.4863073401176872,,0.4064756962794743,Moderate,0
Gabon,2027,,2.625704463384768,,0.3945642420629497,Moderate,0
"Gambia, The",2027,,3.096593213345436,,0.3039001981927875,Moderate,0
Georgia,2027,,4.570602608367247,,0.1490162343036401,Low,0
Germany,2027,,1.7710700992200843,,0.4540162541191378,Moderate,0
Ghana,2027,,5.006395842713706,,0.2168027564089867,Low,0
Greece,2027,,2.214108630319019,,0.5520377313758049,Moderate,0
Guatemala,2027,,3.584516511812069,,0.3631954892087745,Moderate,0
Guinea,2027,,5.298616257648435,,0.4388060912843156,Moderate,0
Guinea-Bissau,2027,,4.331945139559476,,0.3067678931474972,Moderate,0
Guyana,2027,,12.713080788352544,,0.6601384748751988,High,1
Haiti,2027,,2.6332447132487578,,0.3058865512390426,Moderate,0
Honduras,2027,,3.405680667993668,,0.1663902070125196,Low,0
"Hong Kong Special Administrative Region, People's Republic of China",2027,,2.9315230496984284,,0.5179469654671799,Moderate,0
Hungary,2027,,1.919234738015701,,0.3979716863894342,Moderate,0
Iceland,2027,,1.877407054673491,,0.1304900290092542,Low,0
India,2027,,6.335444296157763,,0.1693385858195697,Low,0
Indonesia,2027,,3.809181526205801,,0.2330555896040517,Low,0
"Iran, Islamic Republic of",2027,,1.3220533052142611,,0.2722117302435397,Low,0
Ireland,2027,,3.9801125390647054,,0.3582313501969611,Moderate,0
Israel,2027,,3.1639729942416763,,0.3924492348223666,Moderate,0
Italy,2027,,1.6582822770193484,,0.5351456945771436,Moderate,0
Jamaica,2027,,1.7884338879938404,,0.4180589790837993,Moderate,0
Japan,2027,,1.7876782224295675,,0.3010014033798942,Moderate,0
Jordan,2027,,2.672811562744799,,0.2133796417639502,Low,0
"Kazakhstan, Republic of",2027,,4.076865435227307,,0.1734538413536327,Low,0
Kenya,2027,,3.977815130948491,,0.2933150791675225,Low,0
Kiribati,2027,,2.9465573178433577,,0.3081905206607655,Moderate,0
"Korea, Republic of",2027,,1.7016981403306433,,0.4046987347020365,Moderate,0
"Kosovo, Republic of",2027,,2.9927371195817263,,0.18882301893419,Low,0
Kuwait,2027,,1.9949167100879537,,0.6169272491564282,High,1
Kyrgyz Republic,2027,,4.424945081827282,,0.3372295376906634,Moderate,0
Lao People's Democratic Republic,2027,,4.238604996336562,,0.5055158322923115,Moderate,0
"Latvia, Republic of",2027,,2.556195052425036,,0.2119609855382835,Low,0
"Lesotho, Kingdom of",2027,,2.1678360107816017,,0.3318391013943613,Moderate,0
Liberia,2027,,3.330917723154529,,0.1964656272538638,Low,0
Libya,2027,,1.889894757221236,,0.3949696359740944,Moderate,0
"Lithuania, Republic of",2027,,2.744538839080142,,0.4225799144147455,Moderate,0
Luxembourg,2027,,1.89373344527718,,0.2138756659955694,Low,0
"Madagascar, Republic of",2027,,3.525712088760786,,0.1886844433053503,Low,0
Malawi,2027,,2.5697794441694493,,0.2183485651992978,Low,0
Malaysia,2027,,3.8433950774166736,,0.233201749430695,Low,0
Maldives,2027,,2.7084811185233657,,0.2926536886047671,Low,0
Mali,2027,,3.899985549846945,,0.18371719640468,Low,0
Malta,2027,,3.362144037507758,,0.2631786788672499,Low,0
"Mauritania, Islamic Republic of",2027,,3.887883036640869,,0.3041640236337176,Moderate,0
Mauritius,2027,,3.373430809995165,,0.332596515990725,Moderate,0
Mexico,2027,,1.42571723997079,,0.256994740488439,Low,0
"Moldova, Republic of",2027,,2.813514676419151,,0.2841437907915948,Low,0
Mongolia,2027,,3.913159929120761,,0.4848928338198492,Moderate,0
Montenegro,2027,,2.432709185214827,,0.2858059116218938,Low,0
Morocco,2027,,3.891013991773967,,0.2780110946661664,Low,0
"Mozambique, Republic of",2027,,1.5476674329178235,,0.2620258371633328,Low,0
Myanmar,2027,,2.150551392216084,,0.2791518681102326,Low,0
Namibia,2027,,2.52456517569576,,0.1666464000879163,Low,0
