COUNTRY,YEAR,Instability_Index_lag1,Best_EWS_Model,Crisis_Probability,Risk_Level,Early_Warning_Flag
Burundi,2026,71.39008425811619,Extra Trees,0.860700390619497,High,1
Ghana,2026,71.85105480392748,Extra Trees,0.8561729136984977,High,1
Argentina,2026,69.48000355318251,Extra Trees,0.8297356424623434,High,1
Sudan,2026,77.01457352466377,Extra Trees,0.814722477078239,High,1
Senegal,2026,59.0901143265092,Extra Trees,0.8028783239839352,High,1
"São Tomé and Príncipe, Democratic Republic of",2026,55.43288735614684,Extra Trees,0.7611659572571491,High,1
Haiti,2026,59.29704666962655,Extra Trees,0.7310469532525686,High,1
Lao People's Democratic Republic,2026,65.14144901871556,Extra Trees,0.7071996614147703,High,1
Algeria,2026,52.20090444965937,Extra Trees,0.6753846237276266,High,1
Libya,2026,50.08325690988374,Extra Trees,0.667445863436263,High,1
Ireland,2026,67.14566874169897,Extra Trees,0.6415530193736442,High,1
Maldives,2026,57.21668311047016,Extra Trees,0.6296454854021967,High,1
"Venezuela, República Bolivariana de",2026,55.07200720327623,Extra Trees,0.62675456972222,High,1
Botswana,2026,58.190094026412005,Extra Trees,0.6111796456792388,High,1
Niger,2026,45.542375191991326,Extra Trees,0.6003268442691927,High,1
Angola,2026,51.64780235934001,Extra Trees,0.5333405228071803,Moderate,0
Kiribati,2026,42.194139650376414,Extra Trees,0.5307730815653604,Moderate,0
Montenegro,2026,46.911206836623,Extra Trees,0.5051034162602577,Moderate,0
"Iran, Islamic Republic of",2026,48.887380225686165,Extra Trees,0.5049334685201368,Moderate,0
Cabo Verde,2026,69.16026905505386,Extra Trees,0.45716179913755883,Moderate,0
Kuwait,2026,43.23177449008282,Extra Trees,0.4541741682080718,Moderate,0
Kyrgyz Republic,2026,43.33635272367171,Extra Trees,0.44577250456156836,Moderate,0
"Lesotho, Kingdom of",2026,47.57005161372592,Extra Trees,0.4281370117089417,Moderate,0
Burkina Faso,2026,53.5015588540382,Extra Trees,0.41270979517943407,Moderate,0
Bhutan,2026,34.80066216762199,Extra Trees,0.4034455475002443,Moderate,0
"Azerbaijan, Republic of",2026,40.47113141480863,Extra Trees,0.393235911735685,Moderate,0
"Equatorial Guinea, Republic of",2026,47.48374769766722,Extra Trees,0.3574343808432253,Moderate,0
Guinea,2026,37.9344853170811,Extra Trees,0.3404576526997665,Moderate,0
Guyana,2026,50.58736216718584,Extra Trees,0.33607295439290386,Moderate,0
St. Vincent and the Grenadines,2026,47.06134827005989,Extra Trees,0.33173452906142853,Moderate,0
Trinidad and Tobago,2026,36.53019957169886,Extra Trees,0.33099515835551624,Moderate,0
"Ethiopia, The Federal Democratic Republic of",2026,49.70854945618266,Extra Trees,0.32715117389286064,Moderate,0
Norway,2026,58.1334514663056,Extra Trees,0.3255036550040824,Moderate,0
Gabon,2026,43.37992031505493,Extra Trees,0.3250322348064705,Moderate,0
"Mozambique, Republic of",2026,45.5177033656788,Extra Trees,0.29840685296557323,Low,0
Nigeria,2026,45.038874053674384,Extra Trees,0.296071966589653,Low,0
"Moldova, Republic of",2026,27.16335622313223,Extra Trees,0.29141497550565254,Low,0
Bolivia,2026,45.03259926016476,Extra Trees,0.2833586792598291,Low,0
Dominica,2026,45.856300320132746,Extra Trees,0.2808223672994163,Low,0
Mongolia,2026,36.893531104434736,Extra Trees,0.27166469902667373,Low,0
Liberia,2026,23.85361892037777,Extra Trees,0.2590590312859757,Low,0
"Tajikistan, Republic of",2026,32.92901578941237,Extra Trees,0.24366909349928262,Low,0
Myanmar,2026,26.47560688607845,Extra Trees,0.241271619879458,Low,0
"Egypt, Arab Republic of",2026,34.41538660547678,Extra Trees,0.23545541287180496,Low,0
Pakistan,2026,39.2583270067593,Extra Trees,0.23026922366409883,Low,0
Saudi Arabia,2026,42.27540430230114,Extra Trees,0.2011057279742258,Low,0
Solomon Islands,2026,26.219530712515624,Extra Trees,0.19758522996376285,Low,0
"Bahrain, Kingdom of",2026,46.22271321918903,Extra Trees,0.19646833921478257,Low,0
Malawi,2026,44.88278357126959,Extra Trees,0.17960024914939549,Low,0
Greece,2026,42.1948385025179,Extra Trees,0.1573012521129358,Low,0
"Poland, Republic of",2026,32.84017661402756,Extra Trees,0.15621507157707915,Low,0
Nicaragua,2026,41.09006100041102,Extra Trees,0.15572938044284246,Low,0
Taiwan Province of China,2026,36.27578881186016,Extra Trees,0.1526388772591275,Low,0
"Gambia, The",2026,26.86667332419018,Extra Trees,0.14831860768340302,Low,0
Nepal,2026,26.86556130573162,Extra Trees,0.1464918786303206,Low,0
Zambia,2026,34.249754152884385,Extra Trees,0.14548137105443104,Low,0
"Congo, Republic of",2026,32.14917477964099,Extra Trees,0.13685168368959247,Low,0
"Türkiye, Republic of",2026,32.43297403669775,Extra Trees,0.13579356332887627,Low,0
Sierra Leone,2026,20.248789955055656,Extra Trees,0.12406743334249408,Low,0
"Lithuania, Republic of",2026,36.32955235295208,Extra Trees,0.12165875986658993,Low,0
Djibouti,2026,22.288533169338294,Extra Trees,0.11876621386151906,Low,0
Qatar,2026,25.157287545216807,Extra Trees,0.11625386459821671,Low,0
"Eswatini, Kingdom of",2026,29.451908571876828,Extra Trees,0.1152739220852191,Low,0
Hungary,2026,31.111684637671868,Extra Trees,0.11425588607305712,Low,0
Japan,2026,43.01359130139352,Extra Trees,0.11319731099226513,Low,0
Slovak Republic,2026,29.700319280643253,Extra Trees,0.10655337460137845,Low,0
Papua New Guinea,2026,30.92550119354492,Extra Trees,0.10549435907251069,Low,0
Brunei Darussalam,2026,25.75948623509965,Extra Trees,0.09962461669576189,Low,0
Jamaica,2026,31.93633988624759,Extra Trees,0.09941553804144686,Low,0
"Latvia, Republic of",2026,27.479017040623404,Extra Trees,0.09453560281603404,Low,0
Cyprus,2026,32.90326645107427,Extra Trees,0.09450043647973684,Low,0
Czech Republic,2026,29.06001111326053,Extra Trees,0.0928893522583062,Low,0
Oman,2026,28.404746092669,Extra Trees,0.0911044726143288,Low,0
Colombia,2026,26.029189982767274,Extra Trees,0.08986188893622672,Low,0
Central African Republic,2026,25.04170356459296,Extra Trees,0.08854353756918122,Low,0
Côte d'Ivoire,2026,16.84140733608808,Extra Trees,0.08852692753149112,Low,0
"North Macedonia, Republic of",2026,29.76050614628277,Extra Trees,0.08840838304120863,Low,0
Rwanda,2026,19.39484841607829,Extra Trees,0.08806399688740534,Low,0
Bulgaria,2026,17.36143242880256,Extra Trees,0.08604125627258653,Low,0
Honduras,2026,22.21338651399647,Extra Trees,0.08588245788024847,Low,0
Chad,2026,23.25907597275579,Extra Trees,0.08227148003340631,Low,0
"Congo, Democratic Republic of the",2026,20.614855354713427,Extra Trees,0.08108799979594612,Low,0
"China, People's Republic of",2026,22.01729993301465,Extra Trees,0.07906343030403247,Low,0
"Belarus, Republic of",2026,43.04573900709998,Extra Trees,0.07849202746229714,Low,0
Italy,2026,27.74706983331999,Extra Trees,0.07780795902176266,Low,0
Ecuador,2026,33.67128267489678,Extra Trees,0.07447710387043911,Low,0
Finland,2026,29.65720317258546,Extra Trees,0.0723760403277252,Low,0
Togo,2026,29.049379374116207,Extra Trees,0.06960725445178687,Low,0
St. Lucia,2026,39.68021734760229,Extra Trees,0.06713388270851821,Low,0
Mauritius,2026,34.882514424208686,Extra Trees,0.06701994123770119,Low,0
Malta,2026,27.77623920901985,Extra Trees,0.06586180895762042,Low,0
Turkmenistan,2026,20.21928836457624,Extra Trees,0.06450339233866945,Low,0
"Serbia, Republic of",2026,14.497298438019802,Extra Trees,0.06388765376447506,Low,0
Iceland,2026,16.77183969219797,Extra Trees,0.06250532346904794,Low,0
"Bahamas, The",2026,38.33171499615047,Extra Trees,0.06220428321716344,Low,0
Barbados,2026,26.787160297672944,Extra Trees,0.061479544111621084,Low,0
"Armenia, Republic of",2026,30.165932275361037,Extra Trees,0.05923442017332266,Low,0
Romania,2026,21.099388713681908,Extra Trees,0.05853351521326276,Low,0
Guinea-Bissau,2026,14.407120261573242,Extra Trees,0.05821420536618681,Low,0
"Kazakhstan, Republic of",2026,28.34776956298017,Extra Trees,0.05591082452151199,Low,0
Israel,2026,27.33414518562885,Extra Trees,0.050837361298911116,Low,0
"Estonia, Republic of",2026,22.724175555358112,Extra Trees,0.04920602855364556,Low,0
Portugal,2026,36.96410413481959,Extra Trees,0.04745449617925621,Low,0
Paraguay,2026,33.13647354036863,Extra Trees,0.04675069906458384,Low,0
Russian Federation,2026,34.34046598020996,Extra Trees,0.04673887066107424,Low,0
"Slovenia, Republic of",2026,24.582812743476072,Extra Trees,0.044063082147042756,Low,0
Panama,2026,26.37038554785464,Extra Trees,0.04406024032669648,Low,0
"Mauritania, Islamic Republic of",2026,26.461541901962853,Extra Trees,0.0432694331325188,Low,0
Singapore,2026,24.144403207701853,Extra Trees,0.0421752080085668,Low,0
Mali,2026,24.292028942597256,Extra Trees,0.04193647858152816,Low,0
Brazil,2026,23.325053134416567,Extra Trees,0.039366993883069135,Low,0
Peru,2026,17.727991729846067,Extra Trees,0.03766304831005681,Low,0
El Salvador,2026,30.920400100570383,Extra Trees,0.03749210054810263,Low,0
Morocco,2026,15.019401093623658,Extra Trees,0.03745508066087856,Low,0
Uganda,2026,15.099087140850294,Extra Trees,0.03685485469398048,Low,0
Austria,2026,23.74823210372126,Extra Trees,0.036687376571149365,Low,0
"Croatia, Republic of",2026,26.417668959282096,Extra Trees,0.03595530958482744,Low,0
Chile,2026,32.294243138276784,Extra Trees,0.03514218684804352,Low,0
Cambodia,2026,22.81557472003277,Extra Trees,0.03499111953725817,Low,0
Tunisia,2026,29.69236954745049,Extra Trees,0.03459789849432778,Low,0
"Hong Kong Special Administrative Region, People's Republic of China",2026,18.694381604619046,Extra Trees,0.03273040987055804,Low,0
United Kingdom,2026,23.74781579766026,Extra Trees,0.03180600065320493,Low,0
Mexico,2026,14.480565675928922,Extra Trees,0.029444048702820684,Low,0
Belize,2026,29.670190619919328,Extra Trees,0.028997887054397407,Low,0
"Comoros, Union of the",2026,14.204284811734258,Extra Trees,0.028645361081088862,Low,0
Bosnia and Herzegovina,2026,23.774233197682072,Extra Trees,0.02809312140207349,Low,0
Namibia,2026,14.746737602524618,Extra Trees,0.027177800842218002,Low,0
France,2026,8.790419412412255,Extra Trees,0.027039734257420192,Low,0
Vietnam,2026,20.61287842066747,Extra Trees,0.02585574683657534,Low,0
United Arab Emirates,2026,22.79305117678923,Extra Trees,0.024713358342396952,Low,0
Georgia,2026,25.52334961700704,Extra Trees,0.02404330297722426,Low,0
"Korea, Republic of",2026,14.75881375914606,Extra Trees,0.02323021103122627,Low,0
New Zealand,2026,18.034246167215336,Extra Trees,0.023135586841662194,Low,0
Canada,2026,16.552285212822706,Extra Trees,0.022906149693291106,Low,0
Kenya,2026,11.531330738384945,Extra Trees,0.02127205419264377,Low,0
Denmark,2026,27.76347377842546,Extra Trees,0.021014709063170937,Low,0
Spain,2026,27.783221438213957,Extra Trees,0.020873066202629395,Low,0
Albania,2026,24.446746890953023,Extra Trees,0.02084124183745216,Low,0
"Netherlands, The",2026,27.312914241076545,Extra Trees,0.020048932259086837,Low,0
"Uzbekistan, Republic of",2026,10.895327436918256,Extra Trees,0.01958400735752868,Low,0
Germany,2026,12.324242798130404,Extra Trees,0.0193331570015187,Low,0
"Madagascar, Republic of",2026,4.456775163879327,Extra Trees,0.018985358833069437,Low,0
Guatemala,2026,15.32901717710479,Extra Trees,0.018201685689059204,Low,0
Costa Rica,2026,24.42942325723488,Extra Trees,0.018086497771117246,Low,0
Philippines,2026,4.900439911460136,Extra Trees,0.017220744159797526,Low,0
Luxembourg,2026,18.68137051207469,Extra Trees,0.016536208616346627,Low,0
Bangladesh,2026,11.740284999347152,Extra Trees,0.016114792454449918,Low,0
Cameroon,2026,8.061034455730988,Extra Trees,0.015917005172406937,Low,0
Seychelles,2026,16.977861306445217,Extra Trees,0.01578170966536091,Low,0
United States,2026,22.30013453705076,Extra Trees,0.01563719593492865,Low,0
Sweden,2026,16.291219851023804,Extra Trees,0.01556536170420391,Low,0
Thailand,2026,19.87330017124327,Extra Trees,0.014858318504631415,Low,0
Benin,2026,15.265822430143348,Extra Trees,0.014322873500138191,Low,0
India,2026,15.613843781966894,Extra Trees,0.014177393054444447,Low,0
Dominican Republic,2026,17.620876939803917,Extra Trees,0.013999556575423138,Low,0
"Kosovo, Republic of",2026,18.74640405323937,Extra Trees,0.013753015748043872,Low,0
Belgium,2026,18.42903830337953,Extra Trees,0.01372298157994216,Low,0
Switzerland,2026,2.206823747474339,Extra Trees,0.01322417918824017,Low,0
Uruguay,2026,15.219018727427985,Extra Trees,0.01319193914255988,Low,0
Malaysia,2026,11.785868424589086,Extra Trees,0.013035901011876199,Low,0
South Africa,2026,12.450592201723342,Extra Trees,0.012925482499186269,Low,0
Indonesia,2026,1.1319436950859003,Extra Trees,0.012507232549800452,Low,0
"Tanzania, United Republic of",2026,13.045699650178769,Extra Trees,0.01236491388880583,Low,0
Jordan,2026,5.35087812664641,Extra Trees,0.011677216228414123,Low,0
Australia,2026,16.0602443156351,Extra Trees,0.011387431576559835,Low,0
