COUNTRY,YEAR,Instability_Index_lag1,Best_EWS_Model,Crisis_Probability,Risk_Level,Early_Warning_Flag
Ireland,2024,72.30240885501597,Extra Trees,0.5864812250504203,Moderate,0
Nicaragua,2024,54.649308628546045,Extra Trees,0.5804005916219772,Moderate,0
Belize,2024,66.0318876612247,Extra Trees,0.5760620698351266,Moderate,0
"Congo, Republic of",2024,52.20341240701459,Extra Trees,0.5722207216149503,Moderate,0
Saudi Arabia,2024,54.86698828634085,Extra Trees,0.5585713434923955,Moderate,0
"Afghanistan, Islamic Republic of",2024,35.42591873822187,Extra Trees,0.5579476312857407,Moderate,0
"Mozambique, Republic of",2024,57.61651976483216,Extra Trees,0.5566561820711833,Moderate,0
Mauritius,2024,69.02867880668967,Extra Trees,0.5480902890383467,Moderate,0
"Lesotho, Kingdom of",2024,57.91103600788875,Extra Trees,0.5456206960993316,Moderate,0
Turkmenistan,2024,56.2107003296551,Extra Trees,0.5425890618953408,Moderate,0
Myanmar,2024,47.77487379373776,Extra Trees,0.54178355568521,Moderate,0
Portugal,2024,80.9446378864663,Extra Trees,0.5241368896399379,Moderate,0
Italy,2024,57.56663069567889,Extra Trees,0.5175599995904397,Moderate,0
"Poland, Republic of",2024,64.76060071736836,Extra Trees,0.5161300568319079,Moderate,0
Bhutan,2024,50.98532284074956,Extra Trees,0.513883719094444,Moderate,0
"Estonia, Republic of",2024,50.5931365124089,Extra Trees,0.5105148853071413,Moderate,0
"Tajikistan, Republic of",2024,50.11615986475742,Extra Trees,0.5022114763767269,Moderate,0
"Kazakhstan, Republic of",2024,52.92485181338312,Extra Trees,0.496630484507135,Moderate,0
Botswana,2024,57.22880981835572,Extra Trees,0.496310758831518,Moderate,0
"Slovenia, Republic of",2024,64.82937366440007,Extra Trees,0.495909678292395,Moderate,0
Albania,2024,55.05978977907687,Extra Trees,0.490546818382518,Moderate,0
Burundi,2024,50.388564154425445,Extra Trees,0.48730138576001486,Moderate,0
Honduras,2024,52.45223003809562,Extra Trees,0.4842810894210973,Moderate,0
Algeria,2024,63.74946876068781,Extra Trees,0.4682697486479133,Moderate,0
"Latvia, Republic of",2024,51.20856823033412,Extra Trees,0.4539436326014712,Moderate,0
Malawi,2024,51.07644539677207,Extra Trees,0.44968429694510537,Moderate,0
Singapore,2024,60.32967843863252,Extra Trees,0.44842099120707957,Moderate,0
Trinidad and Tobago,2024,56.74009588388598,Extra Trees,0.445542159135208,Moderate,0
"Netherlands, The",2024,55.78379764410403,Extra Trees,0.42419984059128907,Moderate,0
Iceland,2024,49.33655167237762,Extra Trees,0.4098455180578653,Moderate,0
Cambodia,2024,48.47916850404569,Extra Trees,0.4098361685063302,Moderate,0
Pakistan,2024,43.50341616256709,Extra Trees,0.4075383406117752,Moderate,0
El Salvador,2024,79.45748838051043,Extra Trees,0.4043701770117211,Moderate,0
"São Tomé and Príncipe, Democratic Republic of",2024,34.49090245663536,Extra Trees,0.39588223227383434,Moderate,0
Nepal,2024,50.92941860296878,Extra Trees,0.38552982517863593,Moderate,0
Solomon Islands,2024,31.56199496678263,Extra Trees,0.3821367324499629,Moderate,0
Denmark,2024,55.529829943459525,Extra Trees,0.3785181345810907,Moderate,0
"Kosovo, Republic of",2024,47.82459176358865,Extra Trees,0.37760583047466006,Moderate,0
West Bank and Gaza,2024,51.58118072301646,Extra Trees,0.37661092991769685,Moderate,0
United Kingdom,2024,52.201527227207016,Extra Trees,0.37307530196411864,Moderate,0
Israel,2024,51.25672940994438,Extra Trees,0.3725641832841422,Moderate,0
"North Macedonia, Republic of",2024,54.62173320651174,Extra Trees,0.3701573673985503,Moderate,0
Spain,2024,68.79773569278537,Extra Trees,0.3664102493346812,Moderate,0
Bolivia,2024,42.29843773351413,Extra Trees,0.36480183724987997,Moderate,0
Paraguay,2024,54.97770864623194,Extra Trees,0.3635341066180655,Moderate,0
Bosnia and Herzegovina,2024,52.60578502366146,Extra Trees,0.3576177726017896,Moderate,0
United Arab Emirates,2024,59.50836225824623,Extra Trees,0.35667516894855156,Moderate,0
St. Vincent and the Grenadines,2024,53.90564792342622,Extra Trees,0.3511099916174604,Moderate,0
"Serbia, Republic of",2024,43.83639290644548,Extra Trees,0.34842982019907986,Moderate,0
Brunei Darussalam,2024,41.17631940853219,Extra Trees,0.3449163702642148,Moderate,0
Czech Republic,2024,57.64427976479752,Extra Trees,0.3416690918729116,Moderate,0
United States,2024,60.530158579387184,Extra Trees,0.32758740393019237,Moderate,0
Thailand,2024,56.53905165797333,Extra Trees,0.3196027174634797,Moderate,0
Jamaica,2024,62.71617436067675,Extra Trees,0.31822238375776996,Moderate,0
Guinea,2024,31.52295527771537,Extra Trees,0.310583475501898,Moderate,0
Liberia,2024,44.80813965671666,Extra Trees,0.29250154599467537,Low,0
"Ethiopia, The Federal Democratic Republic of",2024,37.69979874346251,Extra Trees,0.28970089571318114,Low,0
"Eswatini, Kingdom of",2024,43.82999261240252,Extra Trees,0.28149018741963183,Low,0
Brazil,2024,55.90599438206071,Extra Trees,0.2767626735948184,Low,0
Vietnam,2024,39.70110698212736,Extra Trees,0.27522539654558337,Low,0
Gabon,2024,49.19587451225059,Extra Trees,0.27315669338404874,Low,0
"Hong Kong Special Administrative Region, People's Republic of China",2024,32.08229618787705,Extra Trees,0.2666881391707501,Low,0
Austria,2024,45.47710713740734,Extra Trees,0.2660966344144207,Low,0
Costa Rica,2024,51.67005138974075,Extra Trees,0.26479366001091553,Low,0
Haiti,2024,38.26992762172801,Extra Trees,0.2530278920118234,Low,0
"Gambia, The",2024,41.62360260865045,Extra Trees,0.2529242330041365,Low,0
Belgium,2024,43.98204549202416,Extra Trees,0.24512136008404842,Low,0
Sierra Leone,2024,41.24683355912775,Extra Trees,0.23790525182607325,Low,0
Luxembourg,2024,42.97882929669009,Extra Trees,0.23645656878406043,Low,0
Canada,2024,53.08144948791672,Extra Trees,0.22445082303551223,Low,0
Guinea-Bissau,2024,29.85720395678864,Extra Trees,0.22027078926804972,Low,0
Nigeria,2024,40.03190210159779,Extra Trees,0.21937870069861015,Low,0
Djibouti,2024,28.73886026059282,Extra Trees,0.21785103945404952,Low,0
Bulgaria,2024,32.23455148408406,Extra Trees,0.21296148443427781,Low,0
Namibia,2024,38.32093195043573,Extra Trees,0.21109379779080284,Low,0
Peru,2024,48.47272724810256,Extra Trees,0.2105841931766962,Low,0
Dominican Republic,2024,48.21582836557477,Extra Trees,0.20661353277859693,Low,0
Ecuador,2024,42.21466232738045,Extra Trees,0.20104133407160724,Low,0
Australia,2024,46.38655133831796,Extra Trees,0.1987557848715701,Low,0
Rwanda,2024,37.237795748923816,Extra Trees,0.19479932174077225,Low,0
"Egypt, Arab Republic of",2024,34.38974650521916,Extra Trees,0.18686263635499237,Low,0
"Comoros, Union of the",2024,33.617989962639264,Extra Trees,0.18022589357693988,Low,0
"Iran, Islamic Republic of",2024,44.71976929964325,Extra Trees,0.17184252067004133,Low,0
Japan,2024,50.42121569851222,Extra Trees,0.1643881041827524,Low,0
Panama,2024,39.498593818680334,Extra Trees,0.16263612855574625,Low,0
Tunisia,2024,37.4049409232006,Extra Trees,0.16208913362090518,Low,0
Niger,2024,28.13323847711599,Extra Trees,0.1615256160585095,Low,0
Romania,2024,39.10015348159886,Extra Trees,0.15520559917236437,Low,0
"Congo, Democratic Republic of the",2024,21.97017058724369,Extra Trees,0.1457697612171879,Low,0
Papua New Guinea,2024,39.27230254942607,Extra Trees,0.135129356390495,Low,0
Morocco,2024,33.344541976750165,Extra Trees,0.132085385170903,Low,0
Finland,2024,43.54820670422579,Extra Trees,0.12582170190207678,Low,0
Sweden,2024,37.18312252128733,Extra Trees,0.11606297583009484,Low,0
Barbados,2024,34.77709019283382,Extra Trees,0.11284957390166946,Low,0
"China, People's Republic of",2024,27.95116811559659,Extra Trees,0.10597309177220765,Low,0
Mali,2024,27.27666733897008,Extra Trees,0.09347624953838056,Low,0
Germany,2024,32.46101694882481,Extra Trees,0.08459389308797043,Low,0
Switzerland,2024,37.88650632987871,Extra Trees,0.07612491538705896,Low,0
Central African Republic,2024,26.237582225883937,Extra Trees,0.07582752490103797,Low,0
France,2024,32.25936833962961,Extra Trees,0.06485073735366427,Low,0
Malaysia,2024,30.97099863747988,Extra Trees,0.06132079895552159,Low,0
Uganda,2024,21.282495775152533,Extra Trees,0.058019113247789314,Low,0
South Africa,2024,32.93586556699648,Extra Trees,0.05496925407194127,Low,0
Togo,2024,34.0206892209686,Extra Trees,0.052156210486318175,Low,0
Benin,2024,29.21690175878332,Extra Trees,0.05043797843067369,Low,0
Guatemala,2024,34.03041526553581,Extra Trees,0.04858643456617665,Low,0
Uruguay,2024,27.743511846999663,Extra Trees,0.046166627470803495,Low,0
Côte d'Ivoire,2024,28.21658533360224,Extra Trees,0.044141071056759865,Low,0
Taiwan Province of China,2024,19.43489633112573,Extra Trees,0.04174270178510742,Low,0
"Madagascar, Republic of",2024,19.55568030332186,Extra Trees,0.04122627990918841,Low,0
New Zealand,2024,34.290947442880054,Extra Trees,0.03945400943593131,Low,0
"Uzbekistan, Republic of",2024,18.78314587235665,Extra Trees,0.03826196081749501,Low,0
Cameroon,2024,12.519601848171805,Extra Trees,0.037458755168284404,Low,0
Kenya,2024,26.13944074624711,Extra Trees,0.028042686954773056,Low,0
Philippines,2024,28.524253723095224,Extra Trees,0.026943656645485446,Low,0
India,2024,26.015473646176744,Extra Trees,0.025109037686216328,Low,0
Jordan,2024,19.30581400006222,Extra Trees,0.024698327124060945,Low,0
Mexico,2024,27.12049087612692,Extra Trees,0.024657786004064163,Low,0
Bangladesh,2024,14.36692572361459,Extra Trees,0.023295166787997253,Low,0
Indonesia,2024,13.400525134323278,Extra Trees,0.02030947826305908,Low,0
"Tanzania, United Republic of",2024,15.502928091169268,Extra Trees,0.02015092992553846,Low,0
"Korea, Republic of",2024,18.354364379001694,Extra Trees,0.01855029425925926,Low,0
"South Sudan, Republic of",2025,91.07743837912234,Extra Trees,0.9722209726524206,High,1
Lebanon,2025,80.0011180140304,Extra Trees,0.962371356253364,High,1
"Palau, Republic of",2025,89.22797739814241,Extra Trees,0.9287451100577587,High,1
Sudan,2025,65.93698458765168,Extra Trees,0.9115054291187382,High,1
Ukraine,2025,74.4419671819259,Extra Trees,0.9086284968612994,High,1
Argentina,2025,71.68648528901508,Extra Trees,0.8755752210227135,High,1
Burundi,2025,63.61375074593931,Extra Trees,0.8635230354956083,High,1
Cabo Verde,2025,79.78601561921457,Extra Trees,0.8602978003082209,High,1
Botswana,2025,58.22309444324324,Extra Trees,0.8302067154157461,High,1
Norway,2025,60.44116865098436,Extra Trees,0.7458373299063339,High,1
Senegal,2025,60.93312669429282,Extra Trees,0.726967265342031,High,1
Ghana,2025,71.14156014333946,Extra Trees,0.7214615560963179,High,1
Libya,2025,54.745704339048906,Extra Trees,0.7209208671826272,High,1
Mongolia,2025,61.931888892935326,Extra Trees,0.715698689386528,High,1
Suriname,2025,61.25395838178373,Extra Trees,0.7147414566097889,High,1
"São Tomé and Príncipe, Democratic Republic of",2025,48.44570016231851,Extra Trees,0.6922537968325669,High,1
Montenegro,2025,62.24945028910691,Extra Trees,0.6896039917363893,High,1
Lao People's Democratic Republic,2025,64.25197293526573,Extra Trees,0.6810769107946906,High,1
Haiti,2025,55.71334222627438,Extra Trees,0.6794858001608913,High,1
Ireland,2025,62.6666434179364,Extra Trees,0.6776752076593608,High,1
Kiribati,2025,56.005967034613285,Extra Trees,0.677030101986351,High,1
"Equatorial Guinea, Republic of",2025,51.30152607989566,Extra Trees,0.671677756704001,High,1
"Azerbaijan, Republic of",2025,57.04020792493245,Extra Trees,0.6481983714511935,High,1
"Venezuela, República Bolivariana de",2025,68.27491251464907,Extra Trees,0.6469068995001165,High,1
Kyrgyz Republic,2025,54.081659429270886,Extra Trees,0.6456307987676883,High,1
Trinidad and Tobago,2025,44.500635548778575,Extra Trees,0.6420888618062184,High,1
Angola,2025,52.12139126350135,Extra Trees,0.6344114051024953,High,1
Guyana,2025,58.3445274660989,Extra Trees,0.6324366180962374,High,1
"Afghanistan, Islamic Republic of",2025,39.95847607222888,Extra Trees,0.6143307532292549,High,1
"Lesotho, Kingdom of",2025,46.55345638675192,Extra Trees,0.5912786119413361,Moderate,0
Niger,2025,52.61837077624391,Extra Trees,0.5911464644799667,Moderate,0
Zambia,2025,44.9532106357972,Extra Trees,0.5860118012997043,Moderate,0
"Bahrain, Kingdom of",2025,41.96519682375645,Extra Trees,0.5788565746599159,Moderate,0
Bhutan,2025,48.53198961739863,Extra Trees,0.5445375554463568,Moderate,0
Nigeria,2025,47.70006362750385,Extra Trees,0.4979312269676805,Moderate,0
Dominica,2025,56.31312657433729,Extra Trees,0.4968211160807122,Moderate,0
Hungary,2025,45.62519843719463,Extra Trees,0.4875097458363035,Moderate,0
"Mozambique, Republic of",2025,39.514544833305415,Extra Trees,0.48622578005295625,Moderate,0
Pakistan,2025,50.48398382153887,Extra Trees,0.48437390101133626,Moderate,0
"Bahamas, The",2025,57.13416267676612,Extra Trees,0.47941415954929795,Moderate,0
"Belarus, Republic of",2025,33.75195918859413,Extra Trees,0.47492738060925077,Moderate,0
Greece,2025,61.27106063150581,Extra Trees,0.4726413907483124,Moderate,0
Algeria,2025,39.31512211109524,Extra Trees,0.46575031736032496,Moderate,0
Guinea,2025,33.71604966757827,Extra Trees,0.4599423197267942,Moderate,0
St. Lucia,2025,58.47975308705102,Extra Trees,0.4530770442296699,Moderate,0
Nicaragua,2025,52.39178518412101,Extra Trees,0.4416670221909321,Moderate,0
Mauritius,2025,44.84502459466265,Extra Trees,0.4412094724891624,Moderate,0
St. Vincent and the Grenadines,2025,43.773291245241865,Extra Trees,0.439853975789338,Moderate,0
Russian Federation,2025,31.494104900555868,Extra Trees,0.4265075443529173,Moderate,0
"Lithuania, Republic of",2025,46.23134517236221,Extra Trees,0.42640707155715113,Moderate,0
Maldives,2025,46.06792959378454,Extra Trees,0.42047030149880954,Moderate,0
Chile,2025,46.1222098690674,Extra Trees,0.4194303172225976,Moderate,0
"Moldova, Republic of",2025,39.36935089091373,Extra Trees,0.41024658724527735,Moderate,0
Malawi,2025,46.56640903352169,Extra Trees,0.4062999076217795,Moderate,0
Saudi Arabia,2025,31.79740190883413,Extra Trees,0.391197969762614,Moderate,0
"Türkiye, Republic of",2025,52.43175153550527,Extra Trees,0.38349372264641285,Moderate,0
"Congo, Republic of",2025,32.984328865006084,Extra Trees,0.3761254692775321,Moderate,0
Colombia,2025,58.252722387219485,Extra Trees,0.37368058414222843,Moderate,0
Burkina Faso,2025,50.06974846911682,Extra Trees,0.371773866894509,Moderate,0
Malta,2025,44.45720120453446,Extra Trees,0.3684490201907969,Moderate,0
"Armenia, Republic of",2025,39.30681616358058,Extra Trees,0.3631033374823468,Moderate,0
Qatar,2025,37.80227588502334,Extra Trees,0.3571467873826633,Moderate,0
Slovak Republic,2025,39.07273870991583,Extra Trees,0.3541846107068542,Moderate,0
"Poland, Republic of",2025,49.49725982777934,Extra Trees,0.3498439304048888,Moderate,0
Oman,2025,48.73866880192222,Extra Trees,0.3491281235019609,Moderate,0
Cyprus,2025,52.90162686756416,Extra Trees,0.34727506872675884,Moderate,0
Solomon Islands,2025,32.44796232087775,Extra Trees,0.3465869155630116,Moderate,0
Brunei Darussalam,2025,33.437568338514915,Extra Trees,0.3356298855745393,Moderate,0
"Croatia, Republic of",2025,55.893176487553134,Extra Trees,0.3203670229273459,Moderate,0
"Ethiopia, The Federal Democratic Republic of",2025,39.163886707492566,Extra Trees,0.3196654208955591,Moderate,0
Bolivia,2025,41.16351173594804,Extra Trees,0.306831688838853,Moderate,0
"Egypt, Arab Republic of",2025,40.41185877938871,Extra Trees,0.30357777635058913,Moderate,0
Italy,2025,45.68848458650293,Extra Trees,0.3013315405106631,Moderate,0
Kuwait,2025,32.80135061348251,Extra Trees,0.29437707156621373,Low,0
Portugal,2025,47.96832962444874,Extra Trees,0.2907358452928499,Low,0
Belize,2025,45.7937429070738,Extra Trees,0.2824865201840248,Low,0
Liberia,2025,33.11738536448616,Extra Trees,0.27063681966970327,Low,0
Myanmar,2025,45.54082362771382,Extra Trees,0.2680241149178613,Low,0
"Slovenia, Republic of",2025,42.610818975075816,Extra Trees,0.25720666302090084,Low,0
"Kazakhstan, Republic of",2025,34.84110697194613,Extra Trees,0.254749636524349,Low,0
Israel,2025,37.8531374294624,Extra Trees,0.254319422638041,Low,0
Turkmenistan,2025,34.34830066424931,Extra Trees,0.25287480995563394,Low,0
"Tajikistan, Republic of",2025,39.66067993744474,Extra Trees,0.2455234054110911,Low,0
Czech Republic,2025,36.87368382534377,Extra Trees,0.24363312862712921,Low,0
Nepal,2025,36.31588329895161,Extra Trees,0.2373515015073054,Low,0
"North Macedonia, Republic of",2025,37.75301263304885,Extra Trees,0.23383537073517663,Low,0
Paraguay,2025,31.768485425161167,Extra Trees,0.2236892108267042,Low,0
"Mauritania, Islamic Republic of",2025,36.0823850601959,Extra Trees,0.21368043206730086,Low,0
Chad,2025,36.77068743618127,Extra Trees,0.20450069028530804,Low,0
Singapore,2025,42.52526720281556,Extra Trees,0.20201189122222393,Low,0
Cambodia,2025,26.440952162783443,Extra Trees,0.19661829382629195,Low,0
Jamaica,2025,32.610283391963506,Extra Trees,0.1947832658800103,Low,0
Austria,2025,35.82992085047319,Extra Trees,0.19262482214705526,Low,0
Gabon,2025,27.39935741310804,Extra Trees,0.19118064665713358,Low,0
Ecuador,2025,39.96064417685879,Extra Trees,0.19108557936986809,Low,0
"Estonia, Republic of",2025,40.60938528684363,Extra Trees,0.18634771717420825,Low,0
"Latvia, Republic of",2025,37.76374869589922,Extra Trees,0.17754694143779629,Low,0
"Netherlands, The",2025,32.02023586042552,Extra Trees,0.16956052892833193,Low,0
Albania,2025,41.53992167200399,Extra Trees,0.1623427234919045,Low,0
Sierra Leone,2025,27.567405796680493,Extra Trees,0.1614756888414426,Low,0
Georgia,2025,39.19338921855098,Extra Trees,0.1580114498393756,Low,0
Panama,2025,38.14279329564235,Extra Trees,0.15294767150302002,Low,0
Romania,2025,32.6629190490373,Extra Trees,0.14696111059255865,Low,0
"Hong Kong Special Administrative Region, People's Republic of China",2025,33.7255490486233,Extra Trees,0.14278686251032396,Low,0
El Salvador,2025,33.430436243196624,Extra Trees,0.14274649810576745,Low,0
Barbados,2025,31.42491998119997,Extra Trees,0.14098703083474626,Low,0
"Serbia, Republic of",2025,30.19877881267438,Extra Trees,0.14062458821393134,Low,0
Iceland,2025,37.30028763628656,Extra Trees,0.13511864801608608,Low,0
"Eswatini, Kingdom of",2025,21.04202291805044,Extra Trees,0.1342912092811842,Low,0
Thailand,2025,20.89602113714996,Extra Trees,0.13309154994848216,Low,0
United Kingdom,2025,36.2479926778527,Extra Trees,0.13240148853081116,Low,0
"Iran, Islamic Republic of",2025,28.9393048472072,Extra Trees,0.13090899629618877,Low,0
Papua New Guinea,2025,31.0201990123945,Extra Trees,0.13005339858150736,Low,0
Peru,2025,30.951113221947107,Extra Trees,0.12700245875931473,Low,0
Finland,2025,24.070161032196616,Extra Trees,0.1233663394644915,Low,0
Denmark,2025,39.95573321497978,Extra Trees,0.12296832288101364,Low,0
Tunisia,2025,31.08659849997596,Extra Trees,0.1193984068944167,Low,0
Japan,2025,39.72295450709562,Extra Trees,0.11549892985815441,Low,0
Seychelles,2025,42.45558001817393,Extra Trees,0.11509642890926904,Low,0
Spain,2025,38.08130195830929,Extra Trees,0.11167100866412212,Low,0
"Gambia, The",2025,30.35170418493121,Extra Trees,0.10913226091445866,Low,0
Bulgaria,2025,24.178528747363085,Extra Trees,0.1026990347587219,Low,0
Bosnia and Herzegovina,2025,27.721705376353604,Extra Trees,0.10013035011976436,Low,0
"Comoros, Union of the",2025,24.983142253571657,Extra Trees,0.09711157204786987,Low,0
Central African Republic,2025,16.320978823859353,Extra Trees,0.09706296274570322,Low,0
Vietnam,2025,26.3111512122032,Extra Trees,0.0969376164956456,Low,0
United Arab Emirates,2025,27.53108966031683,Extra Trees,0.09265428310502591,Low,0
"Congo, Democratic Republic of the",2025,16.797449685626294,Extra Trees,0.08745096393644819,Low,0
"Kosovo, Republic of",2025,26.718581211461647,Extra Trees,0.08643909973438131,Low,0
Belgium,2025,22.40393722816445,Extra Trees,0.0841377739788402,Low,0
United States,2025,26.752393099572643,Extra Trees,0.08288104781711271,Low,0
Rwanda,2025,21.580424734169743,Extra Trees,0.081903617733978,Low,0
Mali,2025,19.130625522493137,Extra Trees,0.07736273718396837,Low,0
Costa Rica,2025,25.06841702671248,Extra Trees,0.07699656321343802,Low,0
"China, People's Republic of",2025,23.020792074326923,Extra Trees,0.07328741550317204,Low,0
Luxembourg,2025,25.839665052408854,Extra Trees,0.07283722065942863,Low,0
Djibouti,2025,22.538599124997088,Extra Trees,0.061017323224525064,Low,0
Brazil,2025,22.847320979292288,Extra Trees,0.058980822931059516,Low,0
Honduras,2025,28.84159065028376,Extra Trees,0.057214653761236606,Low,0
Sweden,2025,25.80018151152774,Extra Trees,0.05667535369195833,Low,0
Morocco,2025,26.39807087084233,Extra Trees,0.05556156269139895,Low,0
Canada,2025,31.2840613872984,Extra Trees,0.05536723082288582,Low,0
Germany,2025,20.522454834876584,Extra Trees,0.053858112955228556,Low,0
Uruguay,2025,19.995982822550225,Extra Trees,0.04751366331127624,Low,0
Taiwan Province of China,2025,33.736109293793234,Extra Trees,0.04263195060976692,Low,0
Côte d'Ivoire,2025,19.498338687736045,Extra Trees,0.04008407116920384,Low,0
Dominican Republic,2025,21.16936562217031,Extra Trees,0.03639081817764006,Low,0
New Zealand,2025,22.1638370643596,Extra Trees,0.03574242722407953,Low,0
Namibia,2025,17.799223438790595,Extra Trees,0.03508024873136027,Low,0
Togo,2025,26.284387448616,Extra Trees,0.034684071935427156,Low,0
Malaysia,2025,13.343854710728085,Extra Trees,0.030452117965528585,Low,0
Guinea-Bissau,2025,20.802101718103568,Extra Trees,0.02914737554596756,Low,0
"Uzbekistan, Republic of",2025,11.745196623922826,Extra Trees,0.028199940158384226,Low,0
Australia,2025,32.00728660924171,Extra Trees,0.02771956736054331,Low,0
France,2025,25.91711298316646,Extra Trees,0.027212763589585017,Low,0
Kenya,2025,19.83341806935714,Extra Trees,0.02578392992479037,Low,0
Uganda,2025,13.357585619698382,Extra Trees,0.024898507279053662,Low,0
Bangladesh,2025,10.923306290090848,Extra Trees,0.023769684779988472,Low,0
"Tanzania, United Republic of",2025,11.672215300549729,Extra Trees,0.02365486746828004,Low,0
Guatemala,2025,24.1147139227001,Extra Trees,0.02251713249072038,Low,0
Mexico,2025,17.453861810408398,Extra Trees,0.02246193017529263,Low,0
Benin,2025,18.09017536719708,Extra Trees,0.022138255520181782,Low,0
"Madagascar, Republic of",2025,9.002655236785786,Extra Trees,0.02112159818716699,Low,0
"Korea, Republic of",2025,14.86789091344036,Extra Trees,0.020738848159836284,Low,0
Jordan,2025,6.420257184168003,Extra Trees,0.020733793304069794,Low,0
South Africa,2025,16.481717077983333,Extra Trees,0.01703363856852948,Low,0
Cameroon,2025,16.57979357357865,Extra Trees,0.014838515168893895,Low,0
India,2025,10.911781808691044,Extra Trees,0.013890423787626938,Low,0
Philippines,2025,7.774136271428835,Extra Trees,0.013663991800845581,Low,0
Switzerland,2025,16.616591845093108,Extra Trees,0.012490868235651266,Low,0
Indonesia,2025,2.438592248142948,Extra Trees,0.011699977389312402,Low,0
"South Sudan, Republic of",2026,87.73898607139688,Extra Trees,0.9216240152808289,High,1
"Palau, Republic of",2026,72.38629993085416,Extra Trees,0.9142025235104334,High,1
Suriname,2026,61.58891738143003,Extra Trees,0.8899450076406786,High,1
Ukraine,2026,73.25652031690221,Extra Trees,0.864195974220269,High,1
