COUNTRY,YEAR,Linear Regression_Forecast,Elastic Net_Forecast,SVR_Forecast,Random Forest_Forecast,XGBoost_Forecast
Libya,2024,7.632049209830699,7.083161707871138,4.602252056750458,3.229041643825598,-2.1236136
Libya,2025,1.8972767057788174,1.9388909720439127,4.278277345900829,0.22275492886293805,0.6549962
Libya,2026,6.452599657634849,6.299106533726691,5.485014078104236,8.515446052611228,13.059455
"Lithuania, Republic of",2024,4.770135725375608,4.41043047048464,3.3753226166827326,3.2338974585375024,3.9201925
"Lithuania, Republic of",2025,3.7180138034379975,3.675330072295361,3.801862958567761,2.6315966725605207,3.564233
"Lithuania, Republic of",2026,3.1711181514132214,3.169420389679644,3.318923311922232,2.326123791629148,2.5547547
Luxembourg,2024,2.96567960145372,2.878538341786526,2.4878339106868825,2.102297594388373,2.1655004
Luxembourg,2025,1.3471457864869016,1.6427364119658399,1.7204377893420943,2.0795363146033425,1.9991194
Luxembourg,2026,1.5186440108825034,1.764897720421335,0.9036440061590127,1.8437708675332405,1.2854084
"Madagascar, Republic of",2024,3.0620387203346624,3.256846264180294,4.230509350896186,4.05919576622248,4.354058
"Madagascar, Republic of",2025,3.389283064735141,3.4686745242003654,4.077967002824999,3.922333640196902,3.879855
"Madagascar, Republic of",2026,3.444480030016661,3.4386226652912693,3.3293728124429305,3.1029902729274323,3.1397653
Malawi,2024,4.719659571860172,4.344935646952775,2.920703549382356,1.9368097513533635,2.324466
Malawi,2025,2.7250124861737666,2.7845467189411224,2.3682858660581303,1.8015692680603692,0.4974835
Malawi,2026,2.912885266954735,2.8383262371764286,2.7468309932477126,1.8117960670566982,1.5898926
Malaysia,2024,4.232850081239329,4.058770105869536,3.8196200042196535,3.6229030906474917,3.6288402
Malaysia,2025,4.941517824480282,4.751912850470912,5.1271106413096454,4.355168214946877,4.811546
Malaysia,2026,4.199656867157923,4.110570708149666,4.777507932644246,4.159600755414648,4.0546994
Maldives,2024,10.463547331245174,9.152394791770385,5.53005903591116,3.3149638251375793,2.0545812
Maldives,2025,5.953071348851704,5.385229598304032,3.2775918154593464,2.4433509123585666,3.100444
Maldives,2026,4.420523076131075,4.5289335897709675,4.639863245400487,4.281410496058907,4.5255704
Mali,2024,4.795219892363808,4.622517815845756,5.016083772642783,4.353798025678618,4.7054324
Mali,2025,5.475499253309,5.164336592843206,5.605169356213196,4.383897573131424,5.0799675
Mali,2026,4.410244819719685,4.2721808660457326,4.737541241960237,4.1684255031055155,4.040114
Malta,2024,8.053044210655715,7.574777876862568,7.879602908613952,6.758543531402446,7.393117
Malta,2025,5.076762706262583,4.938505830286733,5.784063497210851,5.993587040174312,5.831978
Malta,2026,4.864905799720679,4.607557357829299,4.784578515808753,3.4815437385670367,3.85385
"Mauritania, Islamic Republic of",2024,5.831857451330755,5.583980801843836,5.089527208684499,4.974516589217351,4.894599
"Mauritania, Islamic Republic of",2025,6.34302510408072,5.943386926802509,6.429007091793537,6.268697611324365,6.1149535
"Mauritania, Islamic Republic of",2026,5.277528903898371,4.935267866701603,5.002110206941246,4.050299864752854,4.761866
Mauritius,2024,5.169018607407638,4.957544708886843,4.853880722335938,4.337938758321976,4.6643605
Mauritius,2025,4.1511696193891705,4.140924980413734,5.1819388343184105,4.298374017915234,4.9166594
Mauritius,2026,3.1590457404608596,3.2161017081876695,3.5973194754338325,3.069055581748003,3.6734865
Mexico,2024,3.850227136000339,3.69041924214615,3.6029387736976135,3.0816851187584167,3.163665
Mexico,2025,2.1520717081769902,2.2660729736170993,2.122518482665685,2.3009011976547935,1.9112529
Mexico,2026,1.8815700870756786,2.045689919861216,1.4877628733210306,1.5188951701945006,1.4028426
"Moldova, Republic of",2024,4.572064675168749,4.281533242240074,3.3371607770823988,2.577822247010838,2.908095
"Moldova, Republic of",2025,1.9746816021108606,2.1427876636470016,1.1480718487523234,1.1525317744856542,0.31725603
"Moldova, Republic of",2026,2.7025428720630797,2.8520027117286313,2.4951535420389,2.4655371717731462,2.192682
Mongolia,2024,6.197912594974532,6.112072024081527,6.86284484091805,6.250274558658539,4.7967052
Mongolia,2025,3.9372863324032035,4.099022115064976,4.6540441294113215,4.268258624099272,5.127111
Mongolia,2026,4.77185740774161,4.898378359938652,5.667257368996228,6.094468524933204,5.8480005
Montenegro,2024,7.997357056768045,7.235139792837997,7.122391731665006,6.10109648640256,6.58105
Montenegro,2025,4.796956543033671,4.5871485993578744,3.7336026723811515,3.1343463681542443,3.715972
Montenegro,2026,3.2401131920246926,3.3209791781538023,2.0988887859127043,2.7841714246619587,3.0966458
Morocco,2024,4.729558793019372,4.443736815332773,3.9808293374591157,3.4251750858067043,3.3826988
Morocco,2025,3.656334992038292,3.608066750402236,4.148158108121488,3.609293684799246,4.1482844
Morocco,2026,4.047571770811291,4.004114944526176,4.964020363314668,4.09989325696773,4.570431
"Mozambique, Republic of",2024,7.605831322823338,7.019717519790905,4.157220192477667,5.265520754586724,6.6746783
"Mozambique, Republic of",2025,6.1262684807218575,5.762650282972231,3.8022793637852192,2.819154137350483,2.7079592
"Mozambique, Republic of",2026,3.487258848050888,3.2529509837991517,1.4528523531180753,1.9466243021534608,0.7961331
Myanmar,2024,1.0974136698339128,1.465205786805119,2.4633537182289755,1.8520271962914907,1.5214525
Myanmar,2025,0.7230582749326699,1.1499782142233497,2.5438796250470967,1.7447087619374209,2.2431412
Myanmar,2026,1.2809638962346361,1.5552498719280292,0.4426126287485417,1.9547666223036648,-0.16160753
Namibia,2024,3.5263741860584257,3.594197465962616,4.410963370208818,3.906266588978098,4.195205
Namibia,2025,3.8663227737509462,3.7337260126980034,3.893464040357804,3.622883526710664,3.691965
Namibia,2026,3.5158776113245715,3.4365205114910484,2.7824875895214536,2.695129384576796,2.5979342
Nepal,2024,5.059347263330145,4.590928994184669,3.0980083884598817,2.5470377226174463,2.8980014
Nepal,2025,3.7507775701171338,3.790328816888096,3.7523779421000274,3.31845989728126,3.341179
Nepal,2026,2.8146045107986564,3.1045881417215644,3.8812370264592393,3.8942435386613625,3.8889952
"Netherlands, The",2024,4.410491567320338,4.05639247764533,3.480766562331354,2.71562017091497,2.9814508
"Netherlands, The",2025,3.238150583944547,3.2166301116346947,2.871612059843445,2.004760254937497,1.1452191
"Netherlands, The",2026,1.6799836302053754,1.904474696096627,1.4862748930214007,1.9238325895695703,1.0978396
New Zealand,2024,2.4599969446248475,2.6591103145307957,2.328131773770868,2.5048239908502996,2.70322
New Zealand,2025,1.462557054124035,1.7947203201585422,0.9987603429134628,1.3006523135298234,0.9619262
New Zealand,2026,1.9529933380152649,2.0610826128260493,1.0097986583105198,1.2045423399615556,0.75614834
Nicaragua,2024,5.874209451601303,5.620167523035338,4.668619151166574,4.1933569963295225,4.200483
Nicaragua,2025,3.4293033798232666,3.610151971073798,2.735114804822568,3.530274907876307,2.7798853
Nicaragua,2026,5.129079922968451,4.891542644055303,4.88816984257669,4.102186868616012,3.77928
Niger,2024,5.392331372232722,5.008724515004044,3.091180341498453,3.054184902777356,3.057466
Niger,2025,8.209595555653712,7.623645862624838,7.919278867191577,7.127198321125737,7.4880333
Niger,2026,5.736513480919184,5.6767142234890295,5.496100301248303,6.116178925843079,6.1275115
Nigeria,2024,3.263413165925844,3.317262616904825,3.3518129538845285,3.1172842015502016,2.9776418
Nigeria,2025,3.4112449435161825,3.4968518019209824,4.193641988727508,3.842594568499842,4.118736
Nigeria,2026,3.541132492388453,3.728257166655826,4.312026319288868,4.314330965954363,3.4977002
"North Macedonia, Republic of",2024,3.946131704537248,3.79507989283669,3.9022077188975413,3.2812055614715687,3.4421313
"North Macedonia, Republic of",2025,3.559004897422734,3.5220137109376273,3.609772344609571,2.980624955010343,3.4393392
"North Macedonia, Republic of",2026,3.422708413269662,3.4322106272343484,3.39453079326659,3.265936553437278,3.2882884
Norway,2024,0.2527588560742644,0.9726331918907238,1.4697335880316476,2.77901738229784,2.5220146
Norway,2025,0.9437171882477995,1.6375420474613875,2.4850935365969247,1.7824914096630444,1.6488891
Norway,2026,1.5996559159677326,1.9230404395096117,1.612463581438424,2.035150595578895,1.1011158
Oman,2024,3.826270429765845,3.8717058081663334,3.7135693624756123,3.288423751935271,4.634071
Oman,2025,3.845115774405482,3.613951968975616,3.0908598883048546,2.8074341019346187,2.2015905
Oman,2026,2.099983348950273,2.310232079743371,2.1158646217110006,2.342821618057809,2.1709661
Pakistan,2024,3.98935345453131,3.861179952834602,3.552484929344863,2.3150187926490253,3.1058295
Pakistan,2025,3.928836117115656,3.90272806523051,3.8013520839786015,2.9561632625753136,3.7829485
Pakistan,2026,3.305056755722479,3.3257404596916373,4.021021377909378,2.513109810738666,3.4817176
"Palau, Republic of",2024,2.119675286382318,2.4247592445507506,4.440300042773123,2.6842986804528373,4.902899
"Palau, Republic of",2025,4.8733458612056735,4.993916397436191,6.0887074539718835,6.362406905895951,7.0301304
"Palau, Republic of",2026,6.45037253333883,5.984743196189979,5.1716938864061035,5.812477973360061,6.283071
Panama,2024,7.769722893891808,7.2050647809875725,6.712300145426868,2.6503308898629463,5.2404866
Panama,2025,5.717733130915897,5.221420036291445,4.685693928563802,3.20556412832188,4.5251637
Panama,2026,4.850177386248934,4.598020121316807,4.5741073798220375,4.129509183860191,4.2386174
Papua New Guinea,2024,3.479933176672856,3.421648413683383,3.5653616683930025,4.0551368096546385,3.538464
Papua New Guinea,2025,4.3624044337902514,4.289400727568999,4.74070048093707,4.168344874807213,4.811216
Papua New Guinea,2026,4.277937328894975,4.266446885112859,5.1615171367240995,4.702699730588659,5.365929
Paraguay,2024,4.369657400409578,4.2614890881077345,4.922034407519367,4.464075347389168,4.159056
Paraguay,2025,3.669674023654671,3.6981718440606017,3.5557600119234634,4.099552604031545,4.0446744
Paraguay,2026,4.826723023089134,4.670510077803179,5.429117994850272,4.69821532768176,4.7887206
Peru,2024,4.898697568933689,4.422490262341548,2.853711048744235,2.8288592594876913,3.2103148
Peru,2025,3.29948832543597,3.3040937529228853,3.171519273075354,2.63962851042964,2.5185673
Peru,2026,3.3888489727867976,3.406798207279072,3.302040486458442,2.7378574973719387,2.9332168
Philippines,2024,4.952429474514792,4.735401403473996,5.574429149126846,5.1616624648217515,5.622995
Philippines,2025,4.318986077388929,4.256433691121871,5.592277134759124,5.124633690125795,5.277635
Philippines,2026,4.201344747835119,4.120478445814899,4.81063752469265,3.960029116054342,4.083063
"Poland, Republic of",2024,4.44637275043279,4.058925985437516,4.29960630777156,2.9039013247754313,4.636027
"Poland, Republic of",2025,3.667852563243531,3.5322069994183125,3.992046331717428,2.9453847021569173,3.198886
"Poland, Republic of",2026,3.2715917658988443,3.2769744317419915,3.364770273438763,2.542067155317426,2.403643
Portugal,2024,5.713641802244339,5.260451559609063,4.893932471632489,3.5371126035569347,4.2631955
Portugal,2025,4.278568311055693,4.0868806006170955,3.4099950197663906,2.829079842045486,2.888804
Portugal,2026,2.583022263950868,2.6125458935874333,1.9742422757239888,2.211767010783754,2.0513346
Qatar,2024,2.037364990109995,2.2964140111028435,2.5168833570424862,2.826085157287857,3.1809535
Qatar,2025,2.732078841816948,2.887427104256491,2.6075786547699584,2.837717741284365,2.615014
Qatar,2026,2.065051872025597,2.3199809210843587,2.9301762489584573,2.41544718194624,2.5513115
Romania,2024,4.547742256661337,4.25342634409344,3.717273419332323,2.7933664513445184,3.3098407
Romania,2025,3.111169533487664,3.0250234941046767,2.518971889249099,1.8385633596372684,1.0827765
Romania,2026,1.7889039335326529,1.9549802552773259,1.398716957853528,1.2797418491993406,0.5728538
Russian Federation,2024,3.700451393202562,3.7483620826729833,3.611213074632901,4.082395895099904,3.8184018
Russian Federation,2025,3.8039835992971542,3.9204199017587253,3.798272911576098,3.89737391515672,3.6225038
Russian Federation,2026,2.5718082887420173,2.579131606683873,1.850988723168678,2.3502083255404873,1.5244805
Rwanda,2024,6.912207081107594,6.533001841838829,7.224795907574629,6.8490907172217526,7.2959247
Rwanda,2025,6.383068149946925,6.038770891264631,7.1041162121994645,6.410029672894486,6.0535245
Rwanda,2026,6.734593903628161,6.299483903711817,6.763781913139478,6.327658859757701,5.6741266
Saudi Arabia,2024,3.8110692009406857,3.7483015630693832,3.444524484244346,2.9756429172667938,3.7801147
Saudi Arabia,2025,3.3997660812161246,3.5451684746053616,3.2287050972755478,2.883837256839214,2.5933836
Saudi Arabia,2026,3.095078146127867,3.128500822343457,2.7904583721890566,3.7106301514421816,3.4852564
Senegal,2024,5.428775442766713,4.958572685885399,3.2342493943204933,2.4050076903806725,3.3092268
Senegal,2025,6.248854764839201,5.731637562716461,4.178091076772383,5.144022821246622,4.7504663
Senegal,2026,6.5544069587871,6.251073549311563,6.400211345293597,6.690258178133816,7.0057154
"Serbia, Republic of",2024,5.0922210302857716,4.83424864702811,4.373433950007803,3.721475143893068,4.1416593
"Serbia, Republic of",2025,3.6896696692695214,3.695296513941447,3.8155045343910388,3.8162855049681994,3.556949
"Serbia, Republic of",2026,3.4889596251096937,3.500032405790595,3.237355759332754,2.4173186967747338,2.9308488
Seychelles,2024,6.047170620300033,5.618241659440857,5.09338108873005,4.112939663044423,5.152137
Seychelles,2025,5.104621467386052,4.727541858239044,3.4913891136297153,3.443220570730147,3.3008974
Seychelles,2026,4.343446217475338,4.260990870596594,4.807177347265247,4.318980093288223,4.8975987
Sierra Leone,2024,5.2883613303982235,5.149975476082233,5.085954378269356,4.549621796523083,4.110254
Sierra Leone,2025,4.244217468320991,4.288912111414274,4.787365394236434,4.205840477062101,4.800199
Sierra Leone,2026,4.697318131453658,4.583443278096355,4.939783741470909,4.102591984348731,4.4595504
Singapore,2024,3.7227709687933617,3.5868495580947557,3.9490110331551267,2.202528431606669,1.8440243
Singapore,2025,3.8916081647139937,3.8842858799269786,4.295554216842183,3.909628999367787,3.883313
Singapore,2026,3.456549288959035,3.5181665864904237,3.748041495158766,3.9704914245940315,2.863504
Slovak Republic,2024,3.6507015264912495,3.5452545285904873,3.854303359799598,2.6583598858524318,3.7020164
Slovak Republic,2025,2.827530532956181,2.9287111105254184,2.433084853805942,1.453071061048606,1.8836869
Slovak Republic,2026,2.8283509874358392,2.7912547485332704,2.6268607346981354,1.4743489282391202,1.1755372
"Slovenia, Republic of",2024,5.340662350726825,4.939600971372155,4.279379612958042,3.428488898236624,3.74755
"Slovenia, Republic of",2025,3.3451131721276104,3.32572406762636,2.9496763703065114,2.1871876548458316,2.7070894
"Slovenia, Republic of",2026,2.366693113190715,2.4516236479816333,2.070030332612752,1.9618236626004466,1.8978528
Solomon Islands,2024,1.2922109867027216,1.8506027867863746,2.027916426311671,1.7430880758443352,1.7864165
Solomon Islands,2025,2.7743867902869535,3.0338766964009425,2.230225763337223,1.8436500012032795,2.0830305
Solomon Islands,2026,1.9268162440543586,2.5531897925736806,3.79366247006165,2.6014809483758317,3.1509917
South Africa,2024,2.5207342283734735,2.5421296122786163,1.5486453713169968,2.195966438637335,1.2799898
South Africa,2025,1.7564015244126918,1.9439698183367329,1.4327064713775557,1.4098518301863538,0.8070375
South Africa,2026,1.6268822959661722,1.8089697566681,1.6695751351005583,1.4902729982531029,1.037418
"South Sudan, Republic of",2024,2.3674016572317873,3.4402712259432864,4.446253783115677,-1.020557881253412,-2.030333
"South Sudan, Republic of",2025,2.994635912966192,2.513790578826346,4.629380720962094,0.16697247556761421,-2.9863348
"South Sudan, Republic of",2026,2.9125834063403753,5.830510861273963,4.634962840881439,8.807187258000283,8.377853
Spain,2024,5.216272845472236,4.768576199042705,4.333984139407864,3.3360493582205635,3.845328
Spain,2025,4.236341365561759,4.065250480801273,4.101981037470777,3.3383678497175464,3.0537925
Spain,2026,2.984986597006735,2.9889463484438545,2.7033364660009362,2.757430324669817,2.7578888
Sri Lanka,2024,2.4784661751851873,2.450930150099235,4.133712223720011,2.6045776164011243,4.2326913
St. Lucia,2024,7.643728791851933,6.98758787433173,6.824917303008677,3.496086182959099,5.990244
St. Lucia,2025,8.153104472077056,7.278801012839642,5.325944729905873,4.225345120214312,5.8344793
St. Lucia,2026,3.282983632326128,3.2010480634237526,2.2357728664723595,2.5430697281778163,2.5518138
St. Vincent and the Grenadines,2024,4.273281670284011,4.136319155742565,4.624342316698933,4.432754075047857,3.6978405
St. Vincent and the Grenadines,2025,4.029662015007308,3.9792885535419313,4.625290840264051,0.33199207236278716,3.7205815
St. Vincent and the Grenadines,2026,4.635981510513596,4.395263359261992,3.0882270783006778,3.1523045724103778,2.8300328
Sudan,2024,-1.9413382359605191,-2.0261515283479734,4.096972687641776,14.628159014407625,21.316721
Sudan,2025,-7.974957903129971,-6.481267511776116,4.668541647013417,-2.5922949538449487,-8.61048
Sudan,2026,-1.0502082906621149,0.031279278043832015,4.71179316078795,3.8036560647700632,8.645831
Suriname,2024,2.3522124838796374,2.602564473442494,3.855422921963545,3.034107357247774,4.075207
Suriname,2025,3.051545301605443,3.24119950319176,2.399437086176094,2.8963198797879914,2.4372776
Suriname,2026,-0.9622394875604994,0.4707008123901155,4.663806295869439,1.4806923038769697,2.3785715
Sweden,2024,2.989232093552215,2.9099127913978458,1.6594661203623988,2.0338873509205495,1.2422999
Sweden,2025,2.3413110134738346,2.4295092866641026,1.8323859706647272,1.6005761732049182,0.61646783
Sweden,2026,1.6571328267488963,1.8989063075628918,1.5366352304171365,1.9115709550142068,1.2927254
Switzerland,2024,3.039239170069033,2.9612963376155848,1.7569240113959408,2.448724804721129,1.88142
Switzerland,2025,2.6202420747487185,2.6553380138389104,2.2197267577995934,1.7239869625456696,1.6671474
Switzerland,2026,2.1111884098413904,2.31599929216909,2.000641546083761,2.0150781755141995,1.9340829
"São Tomé and Príncipe, Democratic Republic of",2024,3.814250162215845,3.864868693058863,2.7522829946551033,1.8059927363769328,1.3228786
"São Tomé and Príncipe, Democratic Republic of",2025,3.4994521634001163,3.6226499634306473,3.2643367586674357,1.7989621765876567,2.7281299
"São Tomé and Príncipe, Democratic Republic of",2026,3.346450496993887,3.4627673961398338,1.8678146362585837,2.0854782093558324,1.62283
Taiwan Province of China,2024,3.203742370986338,3.209149780079635,3.3254486902873137,2.8058631935192477,4.012074
Taiwan Province of China,2025,3.737436649468718,3.7631112049637716,3.9352412673732506,4.203575584194326,4.2656617
Taiwan Province of China,2026,5.380382801032876,5.308687227536485,6.081391120032624,5.10523999767184,7.1436744
"Tajikistan, Republic of",2024,4.966435999199155,5.105338953341995,6.871447037558276,6.869008543649619,6.082689
"Tajikistan, Republic of",2025,6.276728319148264,6.0533232921000035,7.059896077578351,7.055793512084841,6.588332
"Tajikistan, Republic of",2026,6.288851959547879,6.1548928120766995,7.289556632109457,7.048680511314572,5.9593287
"Tanzania, United Republic of",2024,4.309051271201808,4.236234192003518,5.048763793864141,4.1751721286352765,4.373386
"Tanzania, United Republic of",2025,4.066228817496399,4.05377720454939,5.032875189139744,4.091329006402351,4.5177045
"Tanzania, United Republic of",2026,4.320134673317107,4.194841105151804,5.326572056942098,4.600569179323535,4.304267
Thailand,2024,4.111830896403173,3.8946994744181764,3.701232180527171,2.5010236579493816,3.548983
Thailand,2025,3.556710800836991,3.551655374883943,3.7813856037318647,2.885796329073223,3.1618803
Thailand,2026,3.147394040923556,3.1015587015568693,2.7345030801691887,2.6389963107218892,2.773994
Togo,2024,4.430269397843186,4.312890494349092,6.039562586252797,5.902141935537277,6.2229257
Togo,2025,5.158654227462355,4.89977348288048,6.147850820624541,6.090775596663401,6.13595
Togo,2026,5.513998468459772,5.215502534157413,6.313733611954897,4.916510662457905,6.168673
Trinidad and Tobago,2024,3.215376694885787,3.047200470917195,3.185638725786392,2.0935063905263136,3.0474901
Trinidad and Tobago,2025,2.9577430606366377,3.147408200170384,2.266397431096724,2.003513601288516,3.1005177
Trinidad and Tobago,2026,1.6851098955732753,1.9954578231998605,1.6284236193446118,1.7016503281026782,1.8020216
Tunisia,2024,3.693354336328449,3.447917456778625,2.1985137052927937,2.318656061524241,2.0874622
Tunisia,2025,2.5966857514623864,2.66582021122548,1.8434936410279112,1.8948095639780278,1.3421232
Tunisia,2026,2.608353229430003,2.676175131972838,2.4208853798498304,2.3175442311481587,2.3116117
Turkmenistan,2024,6.713526546596132,6.031743999274548,4.3505588129471935,4.06660851258973,3.9006264
Turkmenistan,2025,4.1766808433441565,4.024400161264975,4.007770465649148,3.3033685144311002,3.5050316
Turkmenistan,2026,4.044678682726491,3.9084637682620604,3.856816135882673,3.3003673317613798,3.4932883
"Türkiye, Republic of",2024,5.595282376201144,5.278925692418759,5.490885521539899,4.2843417734183324,4.914546
"Türkiye, Republic of",2025,4.287702808417267,4.225029583306852,3.962890257852812,3.330700667106559,4.7548857
"Türkiye, Republic of",2026,3.926891905628378,3.890036594974734,3.6522535472280593,3.0539340318981028,3.2673817
Uganda,2024,4.226044887276675,4.284663641740386,6.174520795314629,4.335635130671746,4.5332184
Uganda,2025,4.819023480869715,4.69419319568569,5.811401110574986,5.044279775738652,5.324771
Uganda,2026,3.9870053175608926,4.0279663122677265,6.605792109702128,6.085177215387202,6.2571507
Ukraine,2024,-1.569769112205464,-0.6421077037382674,4.486729350832243,2.903606985924922,1.2463155
Ukraine,2025,-0.051330442207162985,0.5736642084061478,3.470720311420044,2.487706509257582,3.309967
Ukraine,2026,3.6300198841235938,3.3690978931591884,2.9881551776452344,1.7521439954998823,2.0430746
United Arab Emirates,2024,5.0841422689800275,4.826714682612462,4.3653924059747355,4.001400191893445,3.7890985
United Arab Emirates,2025,4.585222702514567,4.469989908599784,4.721512824000287,4.140737937161206,3.0396738
United Arab Emirates,2026,4.087636630512037,4.189794305099543,4.33963603055633,4.324075091827988,2.990383
United Kingdom,2024,4.190367773803745,3.874584049433941,2.798211876111397,2.752993479060037,2.6500244
United Kingdom,2025,3.4230971735715703,3.281444621863682,2.259851013461269,2.08442420763949,1.9594766
United Kingdom,2026,2.0873422602689153,2.174748226623045,1.7213492755903221,1.331321028631824,0.90764326
United States,2024,3.7694280866228667,3.5730537122522823,3.475221801902322,3.1320561202738837,3.4570537
United States,2025,3.0364922359270037,3.01831942553902,3.0253058112935465,2.709777060542292,2.2776847
United States,2026,2.72325866163209,2.6956361248026606,2.57801533374639,2.2940194011067594,2.2422469
Uruguay,2024,3.3324674208113563,3.1950919612590516,2.0256725673575824,2.5166618867043953,1.9398605
Uruguay,2025,3.1277022881531615,3.1760444215795927,3.066051131798786,3.1963162489853416,2.646899
Uruguay,2026,2.116934826548385,2.2797598200221234,2.055863077107505,1.996058921332805,1.8822125
"Uzbekistan, Republic of",2024,4.669857727908759,4.626644218731113,6.236251263285243,6.27773006444533,6.438817
"Uzbekistan, Republic of",2025,5.073598485521664,4.959298654022318,6.197893152839582,6.146797211042112,5.914848
"Uzbekistan, Republic of",2026,5.103884244485741,5.014862629287171,6.84311873379454,6.646925262217945,6.473698
"Venezuela, República Bolivariana de",2024,4.264855632579855,4.304050785666837,5.750960859606826,3.5225857969187246,7.1357164
"Venezuela, República Bolivariana de",2025,4.162814703803616,3.981450941159478,4.793749242327502,2.2744380244544513,5.5531583
"Venezuela, República Bolivariana de",2026,-0.19340644325791745,0.23738092635354535,4.388968337115147,-1.026971911172763,3.5265136
Vietnam,2024,4.638332103971773,4.557060257028535,4.584500944036651,4.410012097753524,3.9640634
Vietnam,2025,4.85570654273386,4.85542696791842,6.996722428480783,6.429145718673079,6.587698
Vietnam,2026,4.760891918149484,4.70778540784713,7.136288094122213,6.973581289801597,6.7990303
West Bank and Gaza,2024,3.6418437307833336,3.3836565195191888,1.7510710086691912,2.6925473503397988,1.9176971
Zambia,2024,3.9366018962897042,4.096386061240857,3.7624558064523757,2.33334720419522,4.5638247
Zambia,2025,3.9724011946194495,4.00162149069348,3.8623185567310956,4.296135047461668,3.9063332
Zambia,2026,4.123564215962138,4.109546265696057,5.312160608679784,4.029082885437241,5.537958
