GDP_Growth_rollmean3,SHAP_GDP_rollmean3
75.72033333333333,21.942524
35.242333333333335,17.199867
32.94833333333333,14.365235
28.622,13.994247
18.366333333333333,3.4765491
18.49233333333333,2.2119129
14.942333333333332,1.9407011
16.247333333333334,1.8303745
18.0685,1.823957
16.101,1.7383856
